name_2,name_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,map_image,name_3_clean,jakarta_region,rainfall_soil_interaction,elevation_risk,vegetation_elevation_risk,extreme_weather,monsoon_season,urban_density_risk
jakarta utara,kelapagading,41.057,70.851,36.29,5.514,Built-up,0.228,0.062,38.154,2024,3,0,-6.161,106.9037,,,Jakarta Utara,2703.2490540000003,0.15351550506601166,0.11851396991096101,0,1,4.765432098765432
jakarta timur,makasar,19.138,66.078,38.58,25.658,Built-up,0.406,0.16,38.395,2021,9,0,-6.2663,106.8911,,,Jakarta Timur,2537.0648100000003,0.037512191462225224,0.02228224172856178,0,0,2.2846153846153845
jakarta pusat,tanahabang,41.922,76.764,37.23,12.45,Built-up,0.314,0.13,38.154,2024,3,0,-6.2054,106.8094,,,Jakarta Pusat,2928.8536560000002,0.07434944237918216,0.05100371747211896,0,1,2.9826086956521736
jakarta barat,kalideres,27.234,64.883,39.56,5.258,Built-up,0.243,0.071,37.999,2023,11,0,-6.1346,106.7039,,,Jakarta Barat,2465.489117,0.15979546180888463,0.12096516458932566,0,1,4.426900584795322
jakarta pusat,senen,63.716,138.079,36.16,10.007,Built-up,0.096,0.092,38.069,2023,2,0,-6.1842,106.8459,,,Jakarta Pusat,5256.529451,0.09085127646043427,0.08212955392023258,1,1,4.708333333333333
jakarta timur,jatinegara,19.645,35.373,41.47,18.159,Built-up,0.229,0.126,35.116,2020,9,0,-6.2273,106.8774,,,Jakarta Timur,1242.158268,0.05219479095986221,0.04024218383005376,0,0,3.411504424778761
jakarta barat,kebonjeruk,23.883,41.692,39.72,10.059,Built-up,0.265,0.118,37.559,2022,4,1,-6.1895,106.7691,,,Jakarta Barat,1565.9098279999998,0.09042408897730356,0.06646170539831811,0,0,3.371559633027523
jakarta pusat,sawahbesar,15.769,29.951,39.38,7.059,Built-up,0.217,0.09,37.438,2023,4,0,-6.1539,106.8332,,,Jakarta Pusat,1121.305538,0.12408487405385282,0.09715845638416676,0,0,4.121052631578947
jakarta selatan,pancoran,55.593,102.772,39.0,25.372,Built-up,0.202,0.19,40.331,2021,11,1,-6.2553,106.8436,,,Jakarta Selatan,4144.897532000001,0.03791900500530866,0.030259365994236315,0,1,2.7517241379310344
jakarta timur,cakung,29.924,68.733,39.72,7.969,Built-up,0.147,0.102,38.286,2022,12,0,-6.1885,106.9409,,,Jakarta Timur,2631.5116380000004,0.11149514996097669,0.09510536291671311,0,1,4.2227722772277225
jakarta barat,grogolpetamburan,21.749,59.587,39.29,6.01,Built-up,0.173,0.06,36.758,2022,9,0,-6.1634,106.7865,,,Jakarta Barat,2190.2989460000003,0.14265335235378032,0.11797432239657632,0,0,5.168749999999999
jakarta selatan,setiabudi,61.189,115.121,37.56,17.99,Built-up,0.22,0.133,38.225,2024,1,0,-6.2196,106.83,,,Jakarta Selatan,4400.500225,0.05265929436545551,0.0410742496050553,1,1,3.347639484978541
jakarta utara,pademangan,14.603,23.34,38.24,3.198,Built-up,0.229,0.104,37.159,2020,10,0,-6.1301,106.8381,,,Jakarta Utara,867.29106,0.23820867079561694,0.18365888518342066,0,0,3.7794117647058822
jakarta barat,palmerah,16.784,26.28,39.55,10.559,Built-up,0.197,0.122,38.514,2024,11,0,-6.1917,106.7956,,,Jakarta Barat,1012.1479200000001,0.08651267410675664,0.06946967730772557,0,1,3.617117117117117
jakarta selatan,setiabudi,79.232,129.25,36.65,17.99,Built-up,0.177,0.133,38.721,2021,2,1,-6.2196,106.83,,,Jakarta Selatan,5004.689249999999,0.05265929436545551,0.04333859926276988,1,1,3.5321888412017164
jakarta selatan,mampangprapatan,27.76,47.949,39.25,21.604,Built-up,0.338,0.146,39.072,2022,4,0,-6.2523,106.821,,,Jakarta Selatan,1873.463328,0.04423995752964077,0.029286851884622187,0,0,2.6910569105691056
jakarta selatan,pancoran,21.636,66.994,36.01,25.372,Built-up,0.333,0.19,38.794,2023,5,0,-6.2553,106.8436,,,Jakarta Selatan,2598.965236,0.03791900500530866,0.02529197633854088,0,0,2.3
jakarta selatan,jagakarsa,36.901,86.501,37.7,57.304,Built-up,0.304,0.27,40.535,2023,1,1,-6.334,106.8224,,,Jakarta Selatan,3506.318035,0.017151481888035124,0.011937431394072445,0,1,1.881081081081081
jakarta utara,penjaringan,10.753,21.552,34.06,3.083,Built-up,0.321,0.074,35.551,2021,7,0,-6.115,106.7639,,,Jakarta Utara,766.195152,0.24491795248591722,0.1662992897379378,0,0,3.9022988505747134
jakarta barat,kalideres,44.15,68.293,39.31,5.258,Built-up,0.188,0.071,37.62,2024,12,0,-6.1346,106.7039,,,Jakarta Barat,2569.18266,0.15979546180888463,0.12975391498881433,0,1,4.748538011695907
jakarta utara,koja,36.952,71.341,41.99,3.739,Built-up,0.155,0.063,38.384,2021,11,0,-6.1215,106.905,,,Jakarta Utara,2738.3529439999998,0.21101498206372654,0.17830765984384891,0,1,5.184049079754601
jakarta pusat,cempakaputih,3.329,9.944,40.41,8.401,Built-up,0.224,0.095,33.061,2023,10,0,-6.1809,106.8681,,,Jakarta Pusat,328.75858400000004,0.10637166258908627,0.08254441016913094,0,0,3.9794871794871796
jakarta pusat,gambir,7.977,35.153,38.05,7.605,Built-up,0.258,0.061,34.128,2020,8,0,-6.1715,106.8181,,,Jakarta Pusat,1199.701584,0.11621150493898895,0.0862289366647298,0,0,4.608695652173913
jakarta timur,kramatjati,20.078,68.415,39.1,30.295,Built-up,0.296,0.152,38.699,2021,9,0,-6.2763,106.8654,,,Jakarta Timur,2647.592085,0.031953986259785905,0.022495606326889277,0,0,2.7936507936507935
jakarta selatan,pasarminggu,47.81,80.233,39.04,35.89,Built-up,0.307,0.23,40.568,2022,1,0,-6.2908,106.8293,,,Jakarta Selatan,3254.892344,0.027107617240444564,0.018785578747628085,0,1,2.1
jakarta pusat,joharbaru,43.598,67.423,37.65,8.969,Built-up,0.165,0.076,38.454,2024,2,0,-6.1821,106.8546,,,Jakarta Pusat,2592.6840420000003,0.10031096398836394,0.08375965493028388,0,1,4.744318181818182
jakarta pusat,gambir,72.322,128.435,39.51,7.605,Built-up,0.127,0.061,37.605,2020,1,0,-6.1715,106.8181,,,Jakarta Pusat,4829.798175,0.11621150493898895,0.10145264381173735,1,1,5.422360248447204
jakarta pusat,senen,15.729,33.063,36.35,10.007,Built-up,0.175,0.092,35.747,2022,8,0,-6.1842,106.8459,,,Jakarta Pusat,1181.903061,0.09085127646043427,0.07495230307985827,0,0,4.296875
jakarta barat,kembangan,20.047,48.221,37.81,10.349,Built-up,0.367,0.126,37.324,2021,4,0,-6.1982,106.7418,,,Jakarta Barat,1799.8006039999998,0.08811349017534584,0.055775839280993916,0,0,2.8008849557522124
jakarta selatan,pesanggrahan,42.224,77.59,37.77,23.82,Built-up,0.336,0.178,39.475,2024,3,0,-6.2504,106.7587,,,Jakarta Selatan,3062.8652500000003,0.040290088638195005,0.02675261885576148,0,1,2.388489208633093
jakarta selatan,kebayoranbaru,25.264,56.862,40.14,22.272,Built-up,0.296,0.16,38.524,2020,11,0,-6.2447,106.8014,,,Jakarta Selatan,2190.551688,0.042970092815400485,0.030250945342041938,0,1,2.7076923076923074
jakarta selatan,tebet,1.345,1.721,38.99,17.948,Built-up,0.252,0.137,30.196,2023,9,0,-6.2289,106.8509,,,Jakarta Selatan,51.967316000000004,0.05277601857715854,0.03947646189571458,0,0,3.1561181434599153
jakarta timur,makasar,58.334,111.869,40.08,25.658,Built-up,0.304,0.16,40.603,2024,1,0,-6.2663,106.8911,,,Jakarta Timur,4542.217007,0.037512191462225224,0.026108485257708754,1,1,2.6769230769230767
jakarta selatan,pancoran,31.952,70.97,37.94,25.372,Built-up,0.248,0.19,40.51,2021,12,0,-6.2553,106.8436,,,Jakarta Selatan,2874.9946999999997,0.03791900500530866,0.028515091763992115,0,1,2.593103448275862
jakarta barat,grogolpetamburan,14.008,39.778,34.56,6.01,Built-up,0.218,0.06,34.955,2024,7,0,-6.1634,106.7865,,,Jakarta Barat,1390.4399899999999,0.14265335235378032,0.11155492154065622,0,0,4.8875
jakarta pusat,joharbaru,21.113,41.963,40.22,8.969,Built-up,0.182,0.076,37.559,2022,4,0,-6.1821,106.8546,,,Jakarta Pusat,1576.088317,0.10031096398836394,0.0820543685424817,0,0,4.647727272727273
jakarta utara,cilincing,18.898,40.58,36.93,3.19,Built-up,0.316,0.068,37.559,2022,4,0,-6.1243,106.9421,,,Jakarta Utara,1524.14422,0.23866348448687355,0.1632458233890215,0,0,4.071428571428571
jakarta selatan,pasarminggu,68.881,121.899,39.0,35.89,Built-up,0.311,0.23,41.387,2021,11,1,-6.2908,106.8293,,,Jakarta Selatan,5045.033913,0.027107617240444564,0.018677148278666306,1,1,2.087878787878788
jakarta timur,kramatjati,34.595,51.904,40.24,30.295,Built-up,0.319,0.152,41.328,2020,3,0,-6.2763,106.8654,,,Jakarta Timur,2145.0885120000003,0.031953986259785905,0.021760664642914204,0,1,2.7023809523809526
jakarta barat,grogolpetamburan,19.081,50.227,38.64,6.01,Built-up,0.201,0.06,37.312,2021,4,0,-6.1634,106.7865,,,Jakarta Barat,1874.0698239999997,0.14265335235378032,0.11398002853067046,0,0,4.9937499999999995
jakarta selatan,kebayoranbaru,22.598,49.379,37.84,22.272,Built-up,0.37,0.16,38.293,2021,4,0,-6.2447,106.8014,,,Jakarta Selatan,1890.8700469999999,0.042970092815400485,0.027071158473702304,0,0,2.423076923076923
jakarta barat,kembangan,8.551,15.969,35.66,10.349,Built-up,0.339,0.126,34.175,2024,8,0,-6.1982,106.7418,,,Jakarta Barat,545.7405749999999,0.08811349017534584,0.0582430170059036,0,0,2.924778761061947
jakarta timur,kramatjati,1.519,1.953,39.92,30.295,Built-up,0.271,0.152,30.248,2023,9,0,-6.2763,106.8654,,,Jakarta Timur,59.074344,0.031953986259785905,0.023294455983383925,0,0,2.892857142857143
jakarta pusat,gambir,2.701,9.11,39.5,7.605,Built-up,0.237,0.061,33.061,2023,10,0,-6.1715,106.8181,,,Jakarta Pusat,301.18571,0.11621150493898895,0.08866937826844858,0,0,4.739130434782608
jakarta timur,ciracas,52.277,112.199,39.98,53.48,Built-up,0.311,0.263,40.506,2020,11,1,-6.3339,106.8784,,,Jakarta Timur,4544.732694,0.018355359765051395,0.012646842878120413,1,1,1.8980716253443528
jakarta selatan,kebayoranlama,13.14,24.882,37.08,25.395,Built-up,0.364,0.143,37.246,2021,7,0,-6.2495,106.7801,,,Jakarta Selatan,926.7549720000001,0.03788596325061565,0.02409547262739155,0,0,2.617283950617284
jakarta barat,kebonjeruk,18.997,42.639,33.48,10.059,Built-up,0.262,0.118,36.176,2024,6,0,-6.1895,106.7691,,,Jakarta Barat,1542.5084640000002,0.09042408897730356,0.06673297766525002,0,0,3.385321100917431
jakarta timur,pasarrebo,9.837,32.718,35.54,48.623,Built-up,0.37,0.252,38.068,2023,7,0,-6.3264,106.8573,,,Jakarta Timur,1245.508824,0.020151945670354474,0.01269572577232332,0,0,1.7897727272727273
jakarta pusat,sawahbesar,62.569,123.404,34.91,7.059,Built-up,0.148,0.09,37.368,2022,1,0,-6.1539,106.8332,,,Jakarta Pusat,4611.360672,0.12408487405385282,0.1057203126938826,1,1,4.484210526315789
jakarta timur,ciracas,61.712,121.704,35.73,53.48,Built-up,0.195,0.263,41.09,2023,2,0,-6.3339,106.8784,,,Jakarta Timur,5000.81736,0.018355359765051395,0.014776064610866372,1,1,2.2176308539944904
jakarta timur,cakung,35.165,58.466,39.58,7.969,Built-up,0.265,0.102,37.853,2022,10,0,-6.1885,106.9409,,,Jakarta Timur,2213.113498,0.11149514996097669,0.08194893522131787,0,0,3.6386138613861383
jakarta selatan,jagakarsa,24.895,48.363,32.77,57.304,Built-up,0.436,0.27,39.253,2024,6,0,-6.334,106.8224,,,Jakarta Selatan,1898.392839,0.017151481888035124,0.009673435784851811,0,0,1.5243243243243245
jakarta pusat,senen,10.75,25.443,39.69,10.007,Built-up,0.163,0.092,38.384,2021,11,0,-6.1842,106.8459,,,Jakarta Pusat,976.6041120000001,0.09085127646043427,0.07604251839738348,0,1,4.359375
jakarta utara,kelapagading,21.517,44.523,38.43,5.514,Built-up,0.264,0.062,37.559,2022,4,0,-6.161,106.9037,,,Jakarta Utara,1672.239357,0.15351550506601166,0.11298741172858458,0,0,4.54320987654321
jakarta selatan,mampangprapatan,23.854,74.441,40.32,21.604,Built-up,0.272,0.146,38.056,2022,9,0,-6.2523,106.821,,,Jakarta Selatan,2832.926696,0.04423995752964077,0.032206689081578484,0,0,2.959349593495935
jakarta selatan,jagakarsa,46.886,77.052,37.52,57.304,Built-up,0.388,0.27,40.568,2022,1,0,-6.334,106.8224,,,Jakarta Selatan,3125.8455360000003,0.017151481888035124,0.010496706915477496,0,1,1.654054054054054
jakarta selatan,pesanggrahan,24.93,55.988,38.3,23.82,Built-up,0.323,0.178,38.908,2020,11,0,-6.2504,106.7587,,,Jakarta Selatan,2178.381104,0.040290088638195005,0.02727639000805802,0,1,2.435251798561151
jakarta selatan,pancoran,24.672,80.183,41.1,25.372,Built-up,0.223,0.19,38.607,2022,9,0,-6.2553,106.8436,,,Jakarta Selatan,3095.625081,0.03791900500530866,0.029463066889124832,0,0,2.679310344827586
jakarta pusat,menteng,23.324,59.592,39.31,10.741,Built-up,0.197,0.099,38.286,2022,12,0,-6.1958,106.8353,,,Jakarta Pusat,2281.539312,0.08517162081594414,0.06839281151520314,0,1,4.035175879396984
jakarta utara,tanjungpriok,6.203,18.033,37.92,4.06,Built-up,0.163,0.101,36.955,2024,10,0,-6.1319,106.875,,,Jakarta Utara,666.409515,0.19762845849802374,0.16541501976284587,0,0,4.164179104477611
jakarta barat,kalideres,68.471,118.009,39.42,5.258,Built-up,0.21,0.071,37.386,2020,1,1,-6.1346,106.7039,,,Jakarta Barat,4411.884474,0.15979546180888463,0.12623841482901885,1,1,4.619883040935673
jakarta timur,makasar,65.929,86.761,36.62,25.658,Built-up,0.372,0.16,40.643,2024,11,0,-6.2663,106.8911,,,Jakarta Timur,3526.227323,0.037512191462225224,0.02355765623827744,0,1,2.4153846153846152
jakarta pusat,kemayoran,71.921,120.964,39.51,6.168,Built-up,0.134,0.103,37.605,2020,1,0,-6.1627,106.8558,,,Jakarta Pusat,4548.85122,0.13950892857142858,0.12081473214285715,1,1,4.266009852216748
jakarta pusat,tanahabang,39.385,61.621,40.73,12.45,Built-up,0.289,0.13,38.65,2020,3,0,-6.2054,106.8094,,,Jakarta Pusat,2381.65165,0.07434944237918216,0.05286245353159852,0,1,3.091304347826087
jakarta utara,koja,38.178,63.974,35.16,3.739,Built-up,0.148,0.063,38.154,2024,3,0,-6.1215,106.905,,,Jakarta Utara,2440.863996,0.21101498206372654,0.17978476471829502,0,1,5.226993865030675
jakarta barat,tamansari,27.611,48.119,40.74,6.894,Tree cover,0.142,0.061,37.91,2020,4,0,-6.1481,106.8184,,,Jakarta Barat,1824.1912899999998,0.12667848999239928,0.10869014441347857,0,0,5.329192546583851
jakarta selatan,pancoran,10.989,48.003,37.57,25.372,Built-up,0.3,0.19,34.972,2020,8,0,-6.2553,106.8436,,,Jakarta Selatan,1678.7609160000002,0.03791900500530866,0.026543303503716063,0,0,2.4137931034482754
jakarta pusat,joharbaru,20.291,35.416,36.53,8.969,Built-up,0.169,0.076,36.954,2021,5,0,-6.1821,106.8546,,,Jakarta Pusat,1308.7628639999998,0.10031096398836394,0.08335841107433042,0,0,4.721590909090909
jakarta timur,ciracas,39.273,60.201,38.27,53.48,Built-up,0.379,0.263,40.916,2022,5,0,-6.3339,106.8784,,,Jakarta Timur,2463.184116,0.018355359765051395,0.011398678414096917,0,0,1.7107438016528926
jakarta timur,cipayung,39.892,84.215,36.65,48.413,Built-up,0.502,0.257,41.007,2020,5,0,-6.3253,106.9036,,,Jakarta Timur,3453.404505,0.02023758929836278,0.010078319470584664,0,0,1.3949579831932775
jakarta timur,durensawit,14.594,44.03,38.05,16.888,Built-up,0.293,0.139,35.075,2024,9,0,-6.2325,106.9206,,,Jakarta Timur,1544.3522500000001,0.05590339892665473,0.0395237030411449,0,0,2.9581589958158996
jakarta barat,tambora,20.501,57.25,40.23,5.895,Built-up,0.136,0.048,36.758,2022,9,0,-6.1475,106.8035,,,Jakarta Barat,2104.3955,0.14503263234227703,0.12530819434372736,0,0,5.837837837837837
jakarta timur,pulogadung,15.061,52.826,39.19,10.47,Built-up,0.231,0.136,36.497,2021,9,0,-6.1932,106.889,,,Jakarta Timur,1927.990522,0.08718395815170009,0.06704446381865738,0,0,3.2584745762711864
jakarta barat,kalideres,5.567,6.74,35.84,5.258,Built-up,0.269,0.071,31.551,2023,8,0,-6.1346,106.7039,,,Jakarta Barat,212.65374,0.15979546180888463,0.11681048258229466,0,0,4.274853801169591
jakarta utara,koja,61.81,105.002,38.27,3.739,Built-up,0.129,0.063,37.936,2021,1,0,-6.1215,106.905,,,Jakarta Utara,3983.3558719999996,0.21101498206372654,0.18379404937750582,0,1,5.343558282208589
jakarta pusat,kemayoran,17.764,34.852,40.76,6.168,Built-up,0.228,0.103,35.116,2020,9,0,-6.1627,106.8558,,,Jakarta Pusat,1223.8628319999998,0.13950892857142858,0.10770089285714286,0,0,3.8029556650246303
jakarta timur,durensawit,30.907,41.067,36.9,16.888,Built-up,0.292,0.139,37.881,2022,5,0,-6.2325,106.9206,,,Jakarta Timur,1555.659027,0.05590339892665473,0.039579606440071545,0,0,2.962343096234309
jakarta timur,makasar,5.687,7.299,36.5,25.658,Built-up,0.374,0.16,33.773,2023,8,0,-6.2663,106.8911,,,Jakarta Timur,246.50912700000003,0.037512191462225224,0.02348263185535299,0,0,2.4076923076923076
jakarta barat,palmerah,7.63,18.23,40.11,10.559,Built-up,0.218,0.122,37.2,2023,12,0,-6.1917,106.7956,,,Jakarta Barat,678.1560000000001,0.08651267410675664,0.0676529111514837,0,1,3.5225225225225225
jakarta barat,kembangan,44.083,68.657,37.64,10.349,Built-up,0.321,0.126,38.427,2024,2,0,-6.1982,106.7418,,,Jakarta Barat,2638.282539,0.08811349017534584,0.059829059829059825,0,1,3.004424778761062
jakarta utara,cilincing,15.712,49.528,37.53,3.19,Built-up,0.328,0.068,37.312,2021,4,0,-6.1243,106.9421,,,Jakarta Utara,1847.9887359999998,0.23866348448687355,0.160381861575179,0,0,3.9999999999999996
jakarta pusat,menteng,16.482,47.271,34.72,10.741,Built-up,0.334,0.099,36.736,2023,5,0,-6.1958,106.8353,,,Jakarta Pusat,1736.5474559999998,0.08517162081594414,0.05672429946341879,0,0,3.346733668341708
jakarta barat,cengkareng,50.504,99.531,38.35,5.286,Built-up,0.195,0.059,37.199,2022,1,0,-6.1515,106.7369,,,Jakarta Barat,3702.453669,0.15908367801463572,0.12806236080178174,0,1,5.062893081761006
jakarta selatan,kebayoranlama,26.427,35.968,38.56,25.395,Built-up,0.265,0.143,38.181,2020,10,1,-6.2495,106.7801,,,Jakarta Selatan,1373.294208,0.03788596325061565,0.0278461829892025,0,0,3.0246913580246915
jakarta selatan,tebet,21.59,67.578,41.21,17.948,Built-up,0.179,0.137,36.758,2022,9,0,-6.2289,106.8509,,,Jakarta Selatan,2484.0321240000003,0.05277601857715854,0.04332911125184716,0,0,3.464135021097046
jakarta timur,ciracas,29.241,87.539,39.08,53.48,Built-up,0.363,0.263,38.923,2021,9,0,-6.3339,106.8784,,,Jakarta Timur,3407.280497,0.018355359765051395,0.011692364170337739,0,0,1.7548209366391185
jakarta timur,makasar,15.358,41.86,37.46,25.658,Built-up,0.429,0.16,35.69,2024,9,0,-6.2663,106.8911,,,Jakarta Timur,1493.9833999999998,0.037512191462225224,0.0214194613249306,0,0,2.196153846153846
jakarta pusat,senen,33.85,42.452,37.33,10.007,Built-up,0.21,0.092,38.655,2024,4,0,-6.1842,106.8459,,,Jakarta Pusat,1640.98206,0.09085127646043427,0.07177250840374308,0,0,4.114583333333333
jakarta timur,jatinegara,48.782,89.114,41.96,18.159,Built-up,0.217,0.126,37.368,2022,1,0,-6.2273,106.8774,,,Jakarta Timur,3330.0119520000003,0.05219479095986221,0.040868521321572114,0,1,3.4646017699115044
jakarta utara,penjaringan,18.887,35.587,34.24,3.083,Built-up,0.281,0.074,36.924,2021,5,0,-6.115,106.7639,,,Jakarta Utara,1314.014388,0.24491795248591722,0.17609600783737447,0,0,4.1321839080459775
jakarta timur,pulogadung,78.86,126.34,38.11,10.47,Built-up,0.159,0.136,38.721,2021,2,0,-6.1932,106.889,,,Jakarta Timur,4892.01114,0.08718395815170009,0.07332170880557977,1,1,3.563559322033898
jakarta pusat,joharbaru,7.993,25.758,36.85,8.969,Built-up,0.212,0.076,35.31,2023,7,0,-6.1821,106.8546,,,Jakarta Pusat,909.51498,0.10031096398836394,0.07904503962283078,0,0,4.4772727272727275
jakarta utara,penjaringan,41.093,56.501,35.53,3.083,Built-up,0.215,0.074,38.481,2024,11,0,-6.115,106.7639,,,Jakarta Utara,2174.214981,0.24491795248591722,0.19226059270144502,0,1,4.511494252873564
jakarta utara,pademangan,12.484,35.346,33.14,3.198,Built-up,0.328,0.104,34.955,2024,7,0,-6.1301,106.8381,,,Jakarta Utara,1235.5194299999998,0.23820867079561694,0.16007622677465458,0,0,3.294117647058823
jakarta selatan,mampangprapatan,78.918,125.259,36.65,21.604,Built-up,0.205,0.146,40.037,2021,2,1,-6.2523,106.821,,,Jakarta Selatan,5014.994583,0.04423995752964077,0.03517076623606442,1,1,3.231707317073171
jakarta utara,cilincing,22.416,37.184,38.18,3.19,Built-up,0.227,0.068,38.017,2021,3,0,-6.1243,106.9421,,,Jakarta Utara,1413.624128,0.23866348448687355,0.18448687350835327,0,1,4.601190476190476
jakarta timur,matraman,58.546,111.919,39.84,12.702,Built-up,0.177,0.132,38.225,2024,1,0,-6.2036,106.8645,,,Jakarta Timur,4278.1037750000005,0.07298204641658153,0.060064224200846596,1,1,3.547413793103448
jakarta timur,ciracas,26.014,36.92,41.56,53.48,Built-up,0.352,0.263,41.041,2021,3,0,-6.3339,106.8784,,,Jakarta Timur,1515.23372,0.018355359765051395,0.011894273127753305,0,1,1.7851239669421488
jakarta utara,cilincing,32.514,45.195,36.36,3.19,Built-up,0.336,0.068,38.655,2024,4,0,-6.1243,106.9421,,,Jakarta Utara,1747.012725,0.23866348448687355,0.158472553699284,0,0,3.9523809523809517
jakarta selatan,kebayoranbaru,40.501,59.349,38.76,22.272,Built-up,0.182,0.16,38.637,2024,12,0,-6.2447,106.8014,,,Jakarta Selatan,2293.067313,0.042970092815400485,0.0351495359229976,0,1,3.146153846153846
jakarta barat,kalideres,27.242,64.452,37.7,5.258,Built-up,0.216,0.071,38.395,2021,12,0,-6.1346,106.7039,,,Jakarta Barat,2474.63454,0.15979546180888463,0.12527964205816555,0,1,4.5847953216374275
jakarta timur,cipayung,30.808,55.524,35.57,48.413,Built-up,0.515,0.257,40.171,2021,5,0,-6.3253,106.9036,,,Jakarta Timur,2230.454604,0.02023758929836278,0.009815230809705948,0,0,1.3585434173669468
jakarta selatan,kebayoranbaru,39.127,75.106,39.0,22.272,Built-up,0.25,0.16,39.3,2021,11,1,-6.2447,106.8014,,,Jakarta Selatan,2951.6657999999998,0.042970092815400485,0.032227569611550363,0,1,2.8846153846153846
jakarta barat,cengkareng,30.954,48.569,39.88,5.286,Built-up,0.208,0.059,37.724,2022,10,0,-6.1515,106.7369,,,Jakarta Barat,1832.216956,0.15908367801463572,0.1259942729875915,0,0,4.981132075471698
jakarta timur,kramatjati,44.57,102.643,39.73,30.295,Built-up,0.27,0.152,40.243,2020,11,0,-6.2763,106.8654,,,Jakarta Timur,4130.662249,0.031953986259785905,0.02332640996964371,0,1,2.8968253968253967
jakarta pusat,sawahbesar,43.458,67.032,37.65,7.059,Built-up,0.19,0.09,38.454,2024,2,0,-6.1539,106.8332,,,Jakarta Pusat,2577.6485279999997,0.12408487405385282,0.10050874798362079,0,1,4.2631578947368425
jakarta pusat,menteng,7.758,19.801,38.48,10.741,Built-up,0.28,0.099,37.2,2023,12,0,-6.1958,106.8353,,,Jakarta Pusat,736.5972,0.08517162081594414,0.061323566987479775,0,1,3.618090452261306
jakarta barat,kalideres,33.433,52.2,37.44,5.258,Built-up,0.295,0.071,37.833,2022,5,0,-6.1346,106.7039,,,Jakarta Barat,1974.8826,0.15979546180888463,0.11265580057526367,0,0,4.1228070175438605
jakarta timur,kramatjati,72.238,131.978,39.24,30.295,Built-up,0.229,0.152,41.11,2021,11,1,-6.2763,106.8654,,,Jakarta Timur,5425.615580000001,0.031953986259785905,0.024636523406294932,1,1,3.0595238095238098
jakarta barat,kalideres,26.792,46.462,38.62,5.258,Built-up,0.278,0.071,37.059,2022,3,0,-6.1346,106.7039,,,Jakarta Barat,1721.835258,0.15979546180888463,0.1153723234260147,0,1,4.222222222222222
jakarta utara,penjaringan,13.214,43.49,36.1,3.083,Built-up,0.261,0.074,36.411,2021,9,0,-6.115,106.7639,,,Jakarta Utara,1583.51439,0.24491795248591722,0.18099436688709283,0,0,4.24712643678161
jakarta selatan,pasarminggu,31.054,97.967,39.71,35.89,Built-up,0.268,0.23,39.61,2022,9,0,-6.2908,106.8293,,,Jakarta Selatan,3880.47287,0.027107617240444564,0.01984277582000542,0,0,2.218181818181818
jakarta utara,pademangan,27.171,36.411,36.25,3.198,Built-up,0.25,0.104,37.839,2022,5,0,-6.1301,106.8381,,,Jakarta Utara,1377.755829,0.23820867079561694,0.17865650309671272,0,0,3.676470588235294
jakarta selatan,pesanggrahan,31.654,59.723,38.32,23.82,Built-up,0.38,0.178,39.245,2020,5,0,-6.2504,106.7587,,,Jakarta Selatan,2343.829135,0.040290088638195005,0.0249798549556809,0,0,2.2302158273381294
jakarta utara,koja,29.643,63.6,38.88,3.739,Built-up,0.19,0.063,37.852,2020,5,0,-6.1215,106.905,,,Jakarta Utara,2407.3871999999997,0.21101498206372654,0.1709221354716185,0,0,4.969325153374233
jakarta selatan,tebet,10.327,18.804,36.9,17.948,Built-up,0.257,0.137,35.597,2021,7,0,-6.2289,106.8509,,,Jakarta Selatan,669.365988,0.05277601857715854,0.03921258180282879,0,0,3.135021097046413
jakarta selatan,kebayoranbaru,30.577,65.033,38.52,22.272,Built-up,0.314,0.16,38.859,2023,11,0,-6.2447,106.8014,,,Jakarta Selatan,2527.1173470000003,0.042970092815400485,0.02947748367136473,0,1,2.638461538461538
jakarta timur,pasarrebo,22.584,57.996,37.53,48.623,Built-up,0.336,0.252,35.865,2024,9,0,-6.3264,106.8573,,,Jakarta Timur,2080.0265400000003,0.020151945670354474,0.013380891925115369,0,0,1.8863636363636362
jakarta pusat,gambir,10.246,28.823,34.41,7.605,Built-up,0.271,0.061,34.955,2024,7,0,-6.1715,106.8181,,,Jakarta Pusat,1007.507965,0.11621150493898895,0.08471818710052294,0,0,4.527950310559006
jakarta selatan,mampangprapatan,59.202,98.351,39.11,21.604,Built-up,0.195,0.146,39.257,2021,1,0,-6.2523,106.821,,,Jakarta Selatan,3860.9652069999997,0.04423995752964077,0.03561316581136082,0,1,3.2723577235772354
jakarta timur,kramatjati,18.436,44.663,36.25,30.295,Built-up,0.311,0.152,39.596,2021,6,1,-6.2763,106.8654,,,Jakarta Timur,1768.4761479999997,0.031953986259785905,0.02201629653299249,0,0,2.734126984126984
jakarta pusat,menteng,2.999,9.808,38.62,10.741,Built-up,0.283,0.099,33.061,2023,10,0,-6.1958,106.8353,,,Jakarta Pusat,324.262288,0.08517162081594414,0.061068052125031955,0,0,3.603015075376885
jakarta barat,tambora,27.309,49.063,41.78,5.895,Built-up,0.139,0.048,38.077,2022,11,0,-6.1475,106.8035,,,Jakarta Barat,1868.171851,0.14503263234227703,0.12487309644670053,0,1,5.817567567567567
