name_2,name_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,map_image,name_3_clean,jakarta_region,rainfall_soil_interaction,elevation_risk,vegetation_elevation_risk,extreme_weather,monsoon_season,urban_density_risk
jakarta selatan,tebet,16.356,54.206,38.06,17.948,Built-up,0.213,0.137,36.497,2021,9,0,-6.2289,106.8509,RGB_Tebet2021.tif,tebet,Jakarta Selatan,1978.3563820000002,0.05277601857715854,0.04153472662022377,0,0,3.320675105485232
jakarta timur,cakung,14.517,51.31,39.43,7.969,Built-up,0.291,0.102,36.497,2021,9,0,-6.1885,106.9409,RGB_Cakung2021.tif,cakung,Jakarta Timur,1872.66107,0.11149514996097669,0.07905006132233248,0,0,3.50990099009901
jakarta timur,cipayung,26.757,86.92,37.98,48.413,Built-up,0.451,0.257,38.923,2021,9,0,-6.3253,106.9036,RGB_Cipayung_2021(1).tif,cipayung,Jakarta Timur,3383.1871600000004,0.02023758929836278,0.011110436524801164,0,0,1.53781512605042
jakarta timur,ciracas,29.241,87.539,39.08,53.48,Built-up,0.363,0.263,38.923,2021,9,0,-6.3339,106.8784,RGB_Ciracas2021.tif,ciracas,Jakarta Timur,3407.280497,0.018355359765051395,0.011692364170337739,0,0,1.7548209366391185
jakarta timur,durensawit,16.72,56.616,39.12,16.888,Built-up,0.293,0.139,36.53,2021,9,0,-6.2325,106.9206,RGB_DurenSawit2021.tif,durensawit,Jakarta Timur,2068.18248,0.05590339892665473,0.0395237030411449,0,0,2.9581589958158996
jakarta timur,jatinegara,16.35,55.726,38.88,18.159,Built-up,0.236,0.126,36.497,2021,9,0,-6.2273,106.8774,RGB_Jatinegara2021.tif,jatinegara,Jakarta Timur,2033.8318219999999,0.05219479095986221,0.039876820293334725,0,0,3.3805309734513274
jakarta timur,kramatjati,20.078,68.415,39.1,30.295,Built-up,0.296,0.152,38.699,2021,9,0,-6.2763,106.8654,RGB_Cakung2021.tif,kramatjati,Jakarta Timur,2647.592085,0.031953986259785905,0.022495606326889277,0,0,2.7936507936507935
jakarta timur,makasar,19.138,66.078,38.58,25.658,Built-up,0.406,0.16,38.395,2021,9,0,-6.2663,106.8911,RGB_Makasar2021.tif,makasar,Jakarta Timur,2537.0648100000003,0.037512191462225224,0.02228224172856178,0,0,2.2846153846153845
jakarta timur,matraman,15.829,54.489,38.98,12.702,Built-up,0.21,0.132,36.497,2021,9,0,-6.2036,106.8645,RGB_Matraman2021.tif,matraman,Jakarta Timur,1988.685033,0.07298204641658153,0.057655816669099406,0,0,3.4051724137931036
jakarta timur,pasarrebo,27.723,83.923,39.04,48.623,Built-up,0.341,0.252,38.923,2021,9,0,-6.3264,106.8573,RGB_Cakung2021.tif,pasarrebo,Jakarta Timur,3266.5349290000004,0.020151945670354474,0.013280132196763599,0,0,1.872159090909091
jakarta timur,pulogadung,15.061,52.826,39.19,10.47,Built-up,0.231,0.136,36.497,2021,9,0,-6.1932,106.889,RGB_Cakung2021.tif,pulogadung,Jakarta Timur,1927.990522,0.08718395815170009,0.06704446381865738,0,0,3.2584745762711864
jakarta pusat,cempakaputih,14.041,50.247,38.85,8.401,Built-up,0.198,0.095,36.497,2021,9,0,-6.1809,106.8681,RGB_CempakaPutih2021.tif,cempakaputih,Jakarta Pusat,1833.864759,0.10637166258908627,0.0853100733964472,0,0,4.112820512820513
jakarta pusat,gambir,12.351,42.588,38.67,7.605,Built-up,0.192,0.061,36.497,2021,9,0,-6.1715,106.8181,RGB_Gambir2021.tif,gambir,Jakarta Pusat,1554.334236,0.11621150493898895,0.09389889599070307,0,0,5.018633540372671
jakarta pusat,joharbaru,14.033,50.209,38.72,8.969,Built-up,0.159,0.076,36.497,2021,9,0,-6.1821,106.8546,RGB_JoharBaru2021.tif,joharbaru,Jakarta Pusat,1832.477873,0.10031096398836394,0.08436152071421407,0,0,4.778409090909091
jakarta pusat,kemayoran,13.711,48.738,39.4,6.168,Built-up,0.185,0.103,36.497,2021,9,0,-6.1627,106.8558,RGB_Kemayoran2021.tif,kemayoran,Jakarta Pusat,1778.790786,0.13950892857142858,0.11369977678571429,0,0,4.014778325123152
jakarta pusat,menteng,13.95,46.223,38.13,10.741,Built-up,0.246,0.099,36.497,2021,9,0,-6.1958,106.8353,RGB_Menteng2021.tif,menteng,Jakarta Pusat,1687.000831,0.08517162081594414,0.06421940209522188,0,0,3.78894472361809
jakarta pusat,sawahbesar,13.17,45.272,39.86,7.059,Built-up,0.174,0.09,36.497,2021,9,0,-6.1539,106.8332,RGB_SawahBesar2021.tif,sawahbesar,Jakarta Pusat,1652.292184,0.12408487405385282,0.10249410596848244,0,0,4.347368421052632
jakarta pusat,senen,13.281,46.706,38.47,10.007,Built-up,0.191,0.092,36.497,2021,9,0,-6.1842,106.8459,RGB_Senen2021.tif,senen,Jakarta Pusat,1704.6288820000002,0.09085127646043427,0.07349868265649132,0,0,4.213541666666666
jakarta pusat,tanahabang,15.132,47.145,37.65,12.45,Built-up,0.266,0.13,36.497,2021,9,0,-6.2054,106.8094,RGB_TanahAbang2021.tif,tanahabang,Jakarta Pusat,1720.651065,0.07434944237918216,0.054572490706319705,0,0,3.1913043478260867
jakarta barat,cengkareng,28.067,80.818,40.21,5.286,Built-up,0.208,0.059,36.585,2021,10,0,-6.1515,106.7369,RGB_Tamansari2021(2).tif,cengkareng,Jakarta Barat,2956.72653,0.15908367801463572,0.1259942729875915,0,0,4.981132075471698
jakarta barat,grogolpetamburan,31.902,80.642,40.35,6.01,Built-up,0.161,0.06,36.753,2021,10,0,-6.1634,106.7865,RGB_Tamansari2021(2).tif,grogolpetamburan,Jakarta Barat,2963.8354259999996,0.14265335235378032,0.11968616262482168,0,0,5.2437499999999995
jakarta barat,kalideres,28.644,82.827,39.82,5.258,Built-up,0.236,0.071,36.527,2021,10,0,-6.1346,106.7039,RGB_Tamansari2021(2).tif,kalideres,Jakarta Barat,3025.421829,0.15979546180888463,0.12208373282198785,0,0,4.467836257309942
jakarta barat,kebonjeruk,34.411,82.167,41.18,10.059,Built-up,0.212,0.118,36.753,2021,10,0,-6.1895,106.7691,RGB_Tamansari2021(2).tif,kebonjeruk,Jakarta Barat,3019.883751,0.09042408897730356,0.0712541821141152,0,0,3.614678899082569
jakarta barat,kembangan,35.607,87.867,40.32,10.349,Built-up,0.301,0.126,36.61,2021,10,0,-6.1982,106.7418,RGB_Tamansari2021(2).tif,kembangan,Jakarta Barat,3216.8108700000003,0.08811349017534584,0.06159132963256675,0,0,3.092920353982301
jakarta barat,palmerah,31.585,75.591,41.75,10.559,Built-up,0.197,0.122,36.753,2021,10,0,-6.1917,106.7956,RGB_Tamansari2021(2).tif,palmerah,Jakarta Barat,2778.196023,0.08651267410675664,0.06946967730772557,0,0,3.617117117117117
jakarta barat,tamansari,25.704,72.683,41.35,6.894,Tree cover,0.128,0.061,36.753,2021,10,0,-6.1481,106.8184,RGB_Tamansari2021(2).tif,tamansari,Jakarta Barat,2671.3182990000005,0.12667848999239928,0.11046364327337217,0,0,5.416149068322981
jakarta barat,tambora,26.197,75.705,40.93,5.895,Built-up,0.115,0.048,36.753,2021,10,0,-6.1475,106.8035,RGB_Tamansari2021(2).tif,tambora,Jakarta Barat,2782.3858649999997,0.14503263234227703,0.12835387962291517,0,0,5.979729729729729
jakarta utara,cilincing,27.019,83.18,39.43,3.19,Built-up,0.267,0.068,36.753,2021,10,0,-6.1243,106.9421,RGB_Cilincing2021.tif,cilincing,Jakarta Utara,3057.11454,0.23866348448687355,0.1749403341288783,0,0,4.363095238095238
jakarta utara,kelapagading,29.955,81.914,41.11,5.514,Built-up,0.236,0.062,36.753,2021,10,0,-6.161,106.9037,RGB_KelapaGading2021.tif,kelapagading,Jakarta Utara,3010.585242,0.15351550506601166,0.11728584587043292,0,0,4.716049382716049
jakarta utara,koja,27.1,83.054,40.94,3.739,Built-up,0.167,0.063,36.753,2021,10,0,-6.1215,106.905,RGB_Koja2021.tif,koja,Jakarta Utara,3052.483662,0.21101498206372654,0.1757754800590842,0,0,5.11042944785276
jakarta utara,pademangan,26.367,79.545,38.04,3.198,Built-up,0.21,0.104,36.753,2021,10,0,-6.1301,106.8381,RGB_Pademangan2021.tif,pademangan,Jakarta Utara,2923.517385,0.23820867079561694,0.1881848499285374,0,0,3.872549019607843
jakarta utara,penjaringan,24.106,77.303,37.33,3.083,Built-up,0.241,0.074,36.696,2021,10,0,-6.115,106.7639,RGB_Penjaringan2021.tif,penjaringan,Jakarta Utara,2836.7108879999996,0.24491795248591722,0.18589272593681117,0,0,4.362068965517242
jakarta utara,tanjungpriok,26.629,79.833,38.83,4.06,Built-up,0.165,0.101,36.753,2021,10,0,-6.1319,106.875,RGB_TanjungPriok2021.tif,tanjungpriok,Jakarta Utara,2934.102249,0.19762845849802374,0.16501976284584982,0,0,4.154228855721392
jakarta selatan,cilandak,46.706,117.606,39.98,37.329,Built-up,0.358,0.193,39.148,2021,10,0,-6.2927,106.7933,RGB_Cilandak2021.tif,cilandak,Jakarta Selatan,4604.039688,0.026089905815440007,0.016749719533512484,1,0,2.191126279863481
jakarta selatan,jagakarsa,53.11,134.137,39.89,57.304,Built-up,0.372,0.27,39.148,2021,10,0,-6.334,106.8224,RGB_Jagakarsa2021.tif,jagakarsa,Jakarta Selatan,5251.195276,0.017151481888035124,0.010771130625686059,1,0,1.6972972972972973
jakarta selatan,kebayoranbaru,35.421,88.866,41.55,22.272,Built-up,0.312,0.16,37.483,2021,10,0,-6.2447,106.8014,RGB_KebayoranBaru2021.tif,kebayoranbaru,Jakarta Selatan,3330.964278,0.042970092815400485,0.029563423856995532,0,0,2.6461538461538456
jakarta selatan,kebayoranlama,38.912,97.166,41.35,25.395,Built-up,0.319,0.143,38.0,2021,10,0,-6.2495,106.7801,RGB_KebayoranLama2021.tif,kebayoranlama,Jakarta Selatan,3692.308,0.03788596325061565,0.025800340973669258,0,0,2.8024691358024696
jakarta selatan,mampangprapatan,34.415,87.995,40.96,21.604,Built-up,0.274,0.146,37.843,2021,10,0,-6.2523,106.821,RGB_MampangPrapatan2021.tif,mampangprapatan,Jakarta Selatan,3329.9947850000003,0.04423995752964077,0.0321182091665192,0,0,2.951219512195122
jakarta selatan,pancoran,32.508,86.466,41.59,25.372,Built-up,0.274,0.19,38.306,2021,10,0,-6.2553,106.8436,RGB_Pancoran2021.tif,pancoran,Jakarta Selatan,3312.1665959999996,0.03791900500530866,0.02752919763385409,0,0,2.5034482758620684
jakarta selatan,pasarminggu,40.954,106.308,40.85,35.89,Built-up,0.326,0.23,39.148,2021,10,0,-6.2908,106.8293,RGB_PasarMinggu2021.tif,pasarminggu,Jakarta Selatan,4161.745584,0.027107617240444564,0.018270534020059636,0,0,2.042424242424242
jakarta selatan,pesanggrahan,38.502,95.576,41.38,23.82,Built-up,0.319,0.178,37.797,2021,10,0,-6.2504,106.7587,RGB_Pesanggrahan2021.tif,pesanggrahan,Jakarta Selatan,3612.4860719999997,0.040290088638195005,0.0274375503626108,0,0,2.449640287769784
jakarta selatan,setiabudi,32.228,81.855,40.25,17.99,Built-up,0.247,0.133,36.753,2021,10,0,-6.2196,106.83,RGB_Setiabudi2021.tif,setiabudi,Jakarta Selatan,3008.416815,0.05265929436545551,0.039652448657188,0,0,3.2317596566523603
jakarta selatan,tebet,30.4,76.512,41.09,17.948,Built-up,0.194,0.137,36.753,2021,10,0,-6.2289,106.8509,RGB_Tebet2021.tif,tebet,Jakarta Selatan,2812.045536,0.05277601857715854,0.04253747097318979,0,0,3.40084388185654
jakarta timur,cakung,31.107,83.211,40.92,7.969,Built-up,0.261,0.102,36.753,2021,10,0,-6.1885,106.9409,RGB_Cakung2021.tif,cakung,Jakarta Timur,3058.253883,0.11149514996097669,0.08239491582116178,0,0,3.658415841584158
jakarta timur,cipayung,45.786,122.281,40.06,48.413,Built-up,0.443,0.257,39.148,2021,10,0,-6.3253,106.9036,RGB_Cipayung_2021(1).tif,cipayung,Jakarta Timur,4787.056588,0.02023758929836278,0.011272337239188067,1,0,1.5602240896358543
jakarta timur,ciracas,45.812,119.116,41.09,53.48,Built-up,0.325,0.263,39.148,2021,10,0,-6.3339,106.8784,RGB_Ciracas2021.tif,ciracas,Jakarta Timur,4663.153168000001,0.018355359765051395,0.012389867841409693,1,0,1.8595041322314052
jakarta timur,durensawit,30.392,75.622,41.52,16.888,Built-up,0.196,0.139,36.786,2021,10,0,-6.2325,106.9206,RGB_DurenSawit2021.tif,durensawit,Jakarta Timur,2781.830892,0.05590339892665473,0.04494633273703041,0,0,3.3640167364016738
jakarta timur,jatinegara,29.736,74.573,42.38,18.159,Built-up,0.154,0.126,36.753,2021,10,0,-6.2273,106.8774,RGB_Jatinegara2021.tif,jatinegara,Jakarta Timur,2740.7814689999996,0.05219479095986221,0.044156793152043426,0,0,3.743362831858407
jakarta timur,kramatjati,28.313,85.285,40.98,30.295,Built-up,0.273,0.152,38.928,2021,10,0,-6.2763,106.8654,RGB_Cakung2021.tif,kramatjati,Jakarta Timur,3319.97448,0.031953986259785905,0.02323054801086435,0,0,2.884920634920635
jakarta timur,makasar,28.985,83.657,40.56,25.658,Built-up,0.387,0.16,38.627,2021,10,0,-6.2663,106.8911,RGB_Makasar2021.tif,makasar,Jakarta Timur,3231.418939,0.037512191462225224,0.02299497336634406,0,0,2.3576923076923078
jakarta timur,matraman,29.813,74.365,41.83,12.702,Built-up,0.177,0.132,36.753,2021,10,0,-6.2036,106.8645,RGB_Matraman2021.tif,matraman,Jakarta Timur,2733.136845,0.07298204641658153,0.060064224200846596,0,0,3.547413793103448
jakarta timur,pasarrebo,44.075,116.718,40.32,48.623,Built-up,0.332,0.252,39.148,2021,10,0,-6.3264,106.8573,RGB_Cakung2021.tif,pasarrebo,Jakarta Timur,4569.276264,0.020151945670354474,0.013461499707796786,1,0,1.8977272727272727
jakarta timur,pulogadung,30.15,75.383,40.91,10.47,Built-up,0.193,0.136,36.753,2021,10,0,-6.1932,106.889,RGB_Cakung2021.tif,pulogadung,Jakarta Timur,2770.551399,0.08718395815170009,0.07035745422842196,0,0,3.4194915254237284
jakarta pusat,cempakaputih,30.075,73.651,40.67,8.401,Built-up,0.183,0.095,36.753,2021,10,0,-6.1809,106.8681,RGB_CempakaPutih2021.tif,cempakaputih,Jakarta Pusat,2706.895203,0.10637166258908627,0.08690564833528348,0,0,4.189743589743589
jakarta pusat,gambir,24.402,58.831,41.13,7.605,Built-up,0.184,0.061,36.753,2021,10,0,-6.1715,106.8181,RGB_Gambir2021.tif,gambir,Jakarta Pusat,2162.215743,0.11621150493898895,0.09482858803021499,0,0,5.068322981366459
jakarta pusat,joharbaru,30.046,73.577,40.55,8.969,Built-up,0.143,0.076,36.753,2021,10,0,-6.1821,106.8546,RGB_JoharBaru2021.tif,joharbaru,Jakarta Pusat,2704.1754809999998,0.10031096398836394,0.08596649613802788,0,0,4.869318181818182
jakarta pusat,kemayoran,28.922,71.005,40.61,6.168,Built-up,0.175,0.103,36.753,2021,10,0,-6.1627,106.8558,RGB_Kemayoran2021.tif,kemayoran,Jakarta Pusat,2609.646765,0.13950892857142858,0.11509486607142858,0,0,4.064039408866995
jakarta pusat,menteng,27.206,67.136,40.01,10.741,Built-up,0.222,0.099,36.753,2021,10,0,-6.1958,106.8353,RGB_Menteng2021.tif,menteng,Jakarta Pusat,2467.449408,0.08517162081594414,0.06626352099480454,0,0,3.909547738693467
jakarta pusat,sawahbesar,25.363,69.33,40.79,7.059,Built-up,0.158,0.09,36.753,2021,10,0,-6.1539,106.8332,RGB_SawahBesar2021.tif,sawahbesar,Jakarta Pusat,2548.08549,0.12408487405385282,0.10447946395334408,0,0,4.431578947368421
jakarta pusat,senen,27.268,66.397,40.06,10.007,Built-up,0.166,0.092,36.753,2021,10,0,-6.1842,106.8459,RGB_Senen2021.tif,senen,Jakarta Pusat,2440.2889410000002,0.09085127646043427,0.07576996456800218,0,0,4.34375
jakarta pusat,tanahabang,30.493,75.675,40.88,12.45,Built-up,0.265,0.13,36.753,2021,10,0,-6.2054,106.8094,RGB_TanahAbang2021.tif,tanahabang,Jakarta Pusat,2781.283275,0.07434944237918216,0.05464684014869889,0,0,3.1956521739130435
jakarta barat,cengkareng,33.69,65.002,41.71,5.286,Built-up,0.203,0.059,38.291,2021,11,0,-6.1515,106.7369,RGB_Tamansari2021(2).tif,cengkareng,Jakarta Barat,2488.9915819999997,0.15908367801463572,0.12678969137766466,0,1,5.012578616352201
jakarta barat,grogolpetamburan,21.097,41.439,41.81,6.01,Built-up,0.135,0.06,38.384,2021,11,0,-6.1634,106.7865,RGB_Tamansari2021(2).tif,grogolpetamburan,Jakarta Barat,1590.594576,0.14265335235378032,0.12339514978601998,0,1,5.40625
jakarta barat,kalideres,35.819,69.311,42.22,5.258,Built-up,0.235,0.071,38.259,2021,11,0,-6.1346,106.7039,RGB_Tamansari2021(2).tif,kalideres,Jakarta Barat,2651.769549,0.15979546180888463,0.12224352828379674,0,1,4.473684210526316
jakarta barat,kebonjeruk,19.59,40.474,41.81,10.059,Built-up,0.192,0.118,38.384,2021,11,0,-6.1895,106.7691,RGB_Tamansari2021(2).tif,kebonjeruk,Jakarta Barat,1553.5540159999998,0.09042408897730356,0.07306266389366128,0,1,3.7064220183486243
jakarta barat,kembangan,28.654,57.834,41.51,10.349,Built-up,0.288,0.126,38.305,2021,11,0,-6.1982,106.7418,RGB_Tamansari2021(2).tif,kembangan,Jakarta Barat,2215.33137,0.08811349017534584,0.06273680500484623,0,1,3.1504424778761058
jakarta barat,palmerah,14.862,32.149,41.81,10.559,Built-up,0.172,0.122,38.384,2021,11,0,-6.1917,106.7956,RGB_Tamansari2021(2).tif,palmerah,Jakarta Barat,1234.007216,0.08651267410675664,0.07163249416039451,0,1,3.72972972972973
jakarta barat,tamansari,19.983,45.407,41.81,6.894,Tree cover,0.125,0.061,38.384,2021,11,0,-6.1481,106.8184,RGB_Tamansari2021(2).tif,tamansari,Jakarta Barat,1742.9022879999998,0.12667848999239928,0.11084367874334937,0,1,5.434782608695652
jakarta barat,tambora,25.425,53.404,41.81,5.895,Built-up,0.113,0.048,38.384,2021,11,0,-6.1475,106.8035,RGB_Tamansari2021(2).tif,tambora,Jakarta Barat,2049.859136,0.14503263234227703,0.12864394488759973,0,1,5.993243243243242
jakarta utara,cilincing,39.979,76.118,41.99,3.19,Built-up,0.267,0.068,38.384,2021,11,0,-6.1243,106.9421,RGB_Cilincing2021.tif,cilincing,Jakarta Utara,2921.713312,0.23866348448687355,0.1749403341288783,0,1,4.363095238095238
jakarta utara,kelapagading,32.263,63.321,41.99,5.514,Built-up,0.228,0.062,38.384,2021,11,0,-6.161,106.9037,RGB_KelapaGading2021.tif,kelapagading,Jakarta Utara,2430.513264,0.15351550506601166,0.11851396991096101,0,1,4.765432098765432
jakarta utara,koja,36.952,71.341,41.99,3.739,Built-up,0.155,0.063,38.384,2021,11,0,-6.1215,106.905,RGB_Koja2021.tif,koja,Jakarta Utara,2738.3529439999998,0.21101498206372654,0.17830765984384891,0,1,5.184049079754601
jakarta utara,pademangan,29.845,63.573,41.99,3.198,Built-up,0.228,0.104,38.384,2021,11,0,-6.1301,106.8381,RGB_Pademangan2021.tif,pademangan,Jakarta Utara,2440.186032,0.23820867079561694,0.1838970938542163,0,1,3.784313725490196
jakarta utara,penjaringan,39.428,74.939,41.99,3.083,Built-up,0.206,0.074,38.353,2021,11,0,-6.115,106.7639,RGB_Penjaringan2021.tif,penjaringan,Jakarta Utara,2874.135467,0.24491795248591722,0.1944648542738183,0,1,4.5632183908045985
jakarta utara,tanjungpriok,32.226,65.073,41.99,4.06,Built-up,0.174,0.101,38.384,2021,11,0,-6.1319,106.875,RGB_TanjungPriok2021.tif,tanjungpriok,Jakarta Utara,2497.7620319999996,0.19762845849802374,0.16324110671936762,0,1,4.109452736318408
jakarta selatan,cilandak,63.166,108.067,39.0,37.329,Built-up,0.315,0.193,41.387,2021,11,1,-6.2927,106.7933,RGB_Cilandak2021.tif,cilandak,Jakarta Selatan,4472.568929,0.026089905815440007,0.017871585483576407,1,1,2.3378839590443685
jakarta selatan,jagakarsa,80.438,137.095,39.0,57.304,Built-up,0.361,0.27,41.387,2021,11,1,-6.334,106.8224,RGB_Jagakarsa2021.tif,jagakarsa,Jakarta Selatan,5673.950765,0.017151481888035124,0.010959796926454445,1,1,1.7270270270270272
jakarta selatan,kebayoranbaru,39.127,75.106,39.0,22.272,Built-up,0.25,0.16,39.3,2021,11,1,-6.2447,106.8014,RGB_KebayoranBaru2021.tif,kebayoranbaru,Jakarta Selatan,2951.6657999999998,0.042970092815400485,0.032227569611550363,0,1,2.8846153846153846
jakarta selatan,kebayoranlama,40.213,73.687,39.0,25.395,Built-up,0.251,0.143,39.947,2021,11,1,-6.2495,106.7801,RGB_KebayoranLama2021.tif,kebayoranlama,Jakarta Selatan,2943.5745890000003,0.03788596325061565,0.02837658647471112,0,1,3.0823045267489713
jakarta selatan,mampangprapatan,46.896,88.612,39.0,21.604,Built-up,0.221,0.146,39.751,2021,11,1,-6.2523,106.821,RGB_MampangPrapatan2021.tif,mampangprapatan,Jakarta Selatan,3522.415612,0.04423995752964077,0.034462926915590164,0,1,3.166666666666667
jakarta selatan,pancoran,55.593,102.772,39.0,25.372,Built-up,0.202,0.19,40.331,2021,11,1,-6.2553,106.8436,RGB_Pancoran2021.tif,pancoran,Jakarta Selatan,4144.897532000001,0.03791900500530866,0.030259365994236315,0,1,2.7517241379310344
jakarta selatan,pasarminggu,68.881,121.899,39.0,35.89,Built-up,0.311,0.23,41.387,2021,11,1,-6.2908,106.8293,RGB_PasarMinggu2021.tif,pasarminggu,Jakarta Selatan,5045.033913,0.027107617240444564,0.018677148278666306,1,1,2.087878787878788
jakarta selatan,pesanggrahan,38.777,72.164,39.0,23.82,Built-up,0.268,0.178,39.701,2021,11,1,-6.2504,106.7587,RGB_Pesanggrahan2021.tif,pesanggrahan,Jakarta Selatan,2864.9829640000003,0.040290088638195005,0.029492344883158744,0,1,2.6330935251798557
jakarta selatan,setiabudi,34.822,70.348,39.0,17.99,Built-up,0.212,0.133,38.384,2021,11,0,-6.2196,106.83,RGB_Setiabudi2021.tif,setiabudi,Jakarta Selatan,2700.237632,0.05265929436545551,0.04149552395997894,0,1,3.3819742489270386
jakarta selatan,tebet,36.305,71.358,39.0,17.948,Built-up,0.161,0.137,38.384,2021,11,0,-6.2289,106.8509,RGB_Tebet2021.tif,tebet,Jakarta Selatan,2739.0054720000003,0.05277601857715854,0.04427907958623601,0,1,3.5400843881856536
jakarta timur,cakung,38.559,74.7,39.24,7.969,Built-up,0.251,0.102,38.384,2021,11,0,-6.1885,106.9409,RGB_Cakung2021.tif,cakung,Jakarta Timur,2867.2848000000004,0.11149514996097669,0.08350986732077154,0,1,3.7079207920792077
jakarta timur,cipayung,83.486,143.099,39.24,48.413,Built-up,0.384,0.257,41.387,2021,11,1,-6.3253,106.9036,RGB_Cipayung_2021(1).tif,cipayung,Jakarta Timur,5922.438313,0.02023758929836278,0.012466355007791472,1,1,1.7254901960784315
jakarta timur,ciracas,82.932,144.449,39.24,53.48,Built-up,0.288,0.263,41.387,2021,11,1,-6.3339,106.8784,RGB_Ciracas2021.tif,ciracas,Jakarta Timur,5978.310763,0.018355359765051395,0.013069016152716592,1,1,1.9614325068870524
jakarta timur,durensawit,32.804,64.403,39.24,16.888,Built-up,0.244,0.139,38.425,2021,11,0,-6.2325,106.9206,RGB_DurenSawit2021.tif,durensawit,Jakarta Timur,2474.685275,0.05590339892665473,0.042262969588550976,0,1,3.1631799163179912
jakarta timur,jatinegara,36.843,71.724,39.24,18.159,Built-up,0.197,0.126,38.384,2021,11,1,-6.2273,106.8774,RGB_Jatinegara2021.tif,jatinegara,Jakarta Timur,2753.054016,0.05219479095986221,0.04191241714076935,0,1,3.553097345132743
jakarta timur,kramatjati,72.238,131.978,39.24,30.295,Built-up,0.229,0.152,41.11,2021,11,1,-6.2763,106.8654,RGB_Cakung2021.tif,kramatjati,Jakarta Timur,5425.615580000001,0.031953986259785905,0.024636523406294932,1,1,3.0595238095238098
jakarta timur,makasar,64.677,118.737,39.24,25.658,Built-up,0.342,0.16,40.733,2021,11,0,-6.2663,106.8911,RGB_Makasar2021.tif,makasar,Jakarta Timur,4836.514220999999,0.037512191462225224,0.024683021982144195,1,1,2.53076923076923
jakarta timur,matraman,32.514,64.197,39.24,12.702,Built-up,0.16,0.132,38.384,2021,11,0,-6.2036,106.8645,RGB_Matraman2021.tif,matraman,Jakarta Timur,2464.1376480000004,0.07298204641658153,0.06130491898992848,0,1,3.6206896551724133
jakarta timur,pasarrebo,82.943,145.312,39.24,48.623,Built-up,0.305,0.252,41.387,2021,11,0,-6.3264,106.8573,RGB_Cakung2021.tif,pasarrebo,Jakarta Timur,6014.027744000001,0.020151945670354474,0.01400560224089636,1,1,1.9744318181818186
jakarta timur,pulogadung,26.845,54.232,39.24,10.47,Built-up,0.197,0.136,38.384,2021,11,0,-6.1932,106.889,RGB_Cakung2021.tif,pulogadung,Jakarta Timur,2081.641088,0.08718395815170009,0.07000871839581517,0,1,3.4025423728813555
jakarta pusat,cempakaputih,17.656,38.366,39.69,8.401,Built-up,0.163,0.095,38.384,2021,11,0,-6.1809,106.8681,RGB_CempakaPutih2021.tif,cempakaputih,Jakarta Pusat,1472.640544,0.10637166258908627,0.0890330815870652,0,1,4.292307692307692
jakarta pusat,gambir,2.177,9.534,39.69,7.605,Built-up,0.173,0.061,38.384,2021,11,0,-6.1715,106.8181,RGB_Gambir2021.tif,gambir,Jakarta Pusat,365.953056,0.11621150493898895,0.09610691458454386,0,1,5.136645962732919
jakarta pusat,joharbaru,17.578,38.222,39.69,8.969,Built-up,0.153,0.076,38.384,2021,11,0,-6.1821,106.8546,RGB_JoharBaru2021.tif,joharbaru,Jakarta Pusat,1467.113248,0.10031096398836394,0.08496338649814425,0,1,4.8125
jakarta pusat,kemayoran,15.106,33.615,39.69,6.168,Built-up,0.177,0.103,38.384,2021,11,0,-6.1627,106.8558,RGB_Kemayoran2021.tif,kemayoran,Jakarta Pusat,1290.27816,0.13950892857142858,0.11481584821428571,0,1,4.054187192118226
jakarta pusat,menteng,15.537,34.17,39.69,10.741,Built-up,0.228,0.099,38.384,2021,11,0,-6.1958,106.8353,RGB_Menteng2021.tif,menteng,Jakarta Pusat,1311.58128,0.08517162081594414,0.06575249126990887,0,1,3.879396984924623
jakarta pusat,sawahbesar,15.725,36.844,39.69,7.059,Built-up,0.164,0.09,38.384,2021,11,0,-6.1539,106.8332,RGB_SawahBesar2021.tif,sawahbesar,Jakarta Pusat,1414.220096,0.12408487405385282,0.10373495470902096,0,1,4.3999999999999995
jakarta pusat,senen,10.75,25.443,39.69,10.007,Built-up,0.163,0.092,38.384,2021,11,0,-6.1842,106.8459,RGB_Senen2021.tif,senen,Jakarta Pusat,976.6041120000001,0.09085127646043427,0.07604251839738348,0,1,4.359375
jakarta pusat,tanahabang,24.561,51.484,39.69,12.45,Built-up,0.213,0.13,38.384,2021,11,0,-6.2054,106.8094,RGB_TanahAbang2021.tif,tanahabang,Jakarta Pusat,1976.1618560000002,0.07434944237918216,0.05851301115241636,0,1,3.4217391304347826
jakarta barat,cengkareng,26.03,60.333,37.53,5.286,Built-up,0.198,0.059,38.429,2021,12,0,-6.1515,106.7369,RGB_Tamansari2021(2).tif,cengkareng,Jakarta Barat,2318.536857,0.15908367801463572,0.12758510976773785,0,1,5.044025157232705
jakarta barat,grogolpetamburan,20.573,46.14,37.7,6.01,Built-up,0.15,0.06,38.527,2021,12,0,-6.1634,106.7865,RGB_Tamansari2021(2).tif,grogolpetamburan,Jakarta Barat,1777.63578,0.14265335235378032,0.12125534950071327,0,1,5.3125
