Threshold,Precision,Recall,F1_Score,ROC_AUC
0.4199999999999998,0.6949152542372882,0.7321428571428571,0.7130434782608696,0.9452493261455525
0.4299999999999998,0.6949152542372882,0.7321428571428571,0.7130434782608696,0.9452493261455525
0.43999999999999984,0.6949152542372882,0.7321428571428571,0.7130434782608696,0.9452493261455525
0.44999999999999984,0.6949152542372882,0.7321428571428571,0.7130434782608696,0.9452493261455525
0.45999999999999985,0.6949152542372882,0.7321428571428571,0.7130434782608696,0.9452493261455525
0.46999999999999986,0.6949152542372882,0.7321428571428571,0.7130434782608696,0.9452493261455525
0.47999999999999976,0.6949152542372882,0.7321428571428571,0.7130434782608696,0.9452493261455525
0.48999999999999977,0.6949152542372882,0.7321428571428571,0.7130434782608696,0.9452493261455525
0.4999999999999998,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5099999999999998,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5199999999999998,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5299999999999998,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5399999999999998,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5499999999999998,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5599999999999997,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5699999999999997,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5799999999999997,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5899999999999997,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.9452493261455525
0.5999999999999998,0.6964285714285714,0.6964285714285714,0.6964285714285714,0.9452493261455525
0.6099999999999998,0.6964285714285714,0.6964285714285714,0.6964285714285714,0.9452493261455525
0.6199999999999998,0.6964285714285714,0.6964285714285714,0.6964285714285714,0.9452493261455525
0.6299999999999997,0.6851851851851852,0.6607142857142857,0.6727272727272727,0.9452493261455525
0.6399999999999997,0.6851851851851852,0.6607142857142857,0.6727272727272727,0.9452493261455525
0.6499999999999997,0.6981132075471698,0.6607142857142857,0.6788990825688074,0.9452493261455525
0.6599999999999997,0.6981132075471698,0.6607142857142857,0.6788990825688074,0.9452493261455525
0.6699999999999997,0.6981132075471698,0.6607142857142857,0.6788990825688074,0.9452493261455525
0.6799999999999997,0.6981132075471698,0.6607142857142857,0.6788990825688074,0.9452493261455525
0.6899999999999997,0.7115384615384616,0.6607142857142857,0.6851851851851852,0.9452493261455525
0.6999999999999996,0.7058823529411765,0.6428571428571429,0.6728971962616822,0.9452493261455525
0.7099999999999996,0.7058823529411765,0.6428571428571429,0.6728971962616822,0.9452493261455525
0.7199999999999996,0.7058823529411765,0.6428571428571429,0.6728971962616822,0.9452493261455525
0.7299999999999996,0.7058823529411765,0.6428571428571429,0.6728971962616822,0.9452493261455525
0.7399999999999997,0.7058823529411765,0.6428571428571429,0.6728971962616822,0.9452493261455525
0.7499999999999997,0.7058823529411765,0.6428571428571429,0.6728971962616822,0.9452493261455525
0.7599999999999997,0.7346938775510204,0.6428571428571429,0.6857142857142857,0.9452493261455525
0.7699999999999997,0.7446808510638298,0.625,0.6796116504854369,0.9452493261455525
0.7799999999999997,0.7446808510638298,0.625,0.6796116504854369,0.9452493261455525
0.7899999999999996,0.7391304347826086,0.6071428571428571,0.6666666666666666,0.9452493261455525
0.7999999999999996,0.7333333333333333,0.5892857142857143,0.6534653465346535,0.9452493261455525
0.8099999999999996,0.7333333333333333,0.5892857142857143,0.6534653465346535,0.9452493261455525
0.8199999999999996,0.7333333333333333,0.5892857142857143,0.6534653465346535,0.9452493261455525
0.8299999999999996,0.75,0.5892857142857143,0.66,0.9452493261455525
0.8399999999999996,0.75,0.5892857142857143,0.66,0.9452493261455525
0.8499999999999996,0.75,0.5892857142857143,0.66,0.9452493261455525
0.8599999999999995,0.75,0.5892857142857143,0.66,0.9452493261455525
0.8699999999999996,0.75,0.5892857142857143,0.66,0.9452493261455525
0.8799999999999996,0.75,0.5892857142857143,0.66,0.9452493261455525
0.8899999999999996,0.7380952380952381,0.5535714285714286,0.6326530612244898,0.9452493261455525
0.8999999999999996,0.7380952380952381,0.5535714285714286,0.6326530612244898,0.9452493261455525
