event_date,kota_administrasi,kecamatan,kelurahan,tahun,bulan,flood_event,duration_days,water_min_cm,water_max_cm,water_mean_cm,jumlah_tempat_pengungsian,jumlah_luka_ringan,jumlah_luka_berat,jumlah_meninggal,severity
2013-01-17,Jakarta Utara,Cilincing,Sukapura,2013,1,1,5.0,30.0,80.0,55.0,5.0,0.0,0.0,0.0,0.1718
2013-01-18,Jakarta Utara,Cilincing,Sukapura,2013,1,1,5.0,30.0,80.0,55.0,5.0,0.0,0.0,0.0,0.1718
2013-01-19,Jakarta Utara,Cilincing,Sukapura,2013,1,1,5.0,30.0,80.0,55.0,5.0,0.0,0.0,0.0,0.1718
2013-01-20,Jakarta Utara,Cilincing,Sukapura,2013,1,1,5.0,30.0,80.0,55.0,5.0,0.0,0.0,0.0,0.1718
2013-01-21,Jakarta Utara,Cilincing,Sukapura,2013,1,1,5.0,30.0,80.0,55.0,5.0,0.0,0.0,0.0,0.1718
2013-02-01,Jakarta Timur,Jatinegara,Kampung Melayu,2013,2,1,8.0,20.0,350.0,185.0,2.0,0.0,0.0,0.0,0.4541
2013-02-02,Jakarta Timur,Jatinegara,Kampung Melayu,2013,2,1,8.0,20.0,350.0,185.0,2.0,0.0,0.0,0.0,0.4541
2013-02-08,Jakarta Timur,Jatinegara,Kampung Melayu,2013,2,1,8.0,20.0,350.0,185.0,2.0,0.0,0.0,0.0,0.4541
2013-02-10,Jakarta Timur,Jatinegara,Kampung Melayu,2013,2,1,8.0,20.0,350.0,185.0,2.0,0.0,0.0,0.0,0.4541
2013-02-13,Jakarta Timur,Jatinegara,Kampung Melayu,2013,2,1,8.0,20.0,350.0,185.0,2.0,0.0,0.0,0.0,0.4541
2013-02-14,Jakarta Timur,Jatinegara,Kampung Melayu,2013,2,1,8.0,20.0,350.0,185.0,2.0,0.0,0.0,0.0,0.4541
2013-02-15,Jakarta Timur,Jatinegara,Kampung Melayu,2013,2,1,8.0,20.0,350.0,185.0,2.0,0.0,0.0,0.0,0.4541
2013-02-16,Jakarta Timur,Jatinegara,Kampung Melayu,2013,2,1,8.0,20.0,350.0,185.0,2.0,0.0,0.0,0.0,0.4541
2013-02-01,Jakarta Timur,Kramat Jati,Cawang,2013,2,1,6.0,30.0,150.0,90.0,0.0,0.0,0.0,0.0,0.2384
2013-02-02,Jakarta Timur,Kramat Jati,Cawang,2013,2,1,6.0,30.0,150.0,90.0,0.0,0.0,0.0,0.0,0.2384
2013-02-08,Jakarta Timur,Kramat Jati,Cawang,2013,2,1,6.0,30.0,150.0,90.0,0.0,0.0,0.0,0.0,0.2384
2013-02-13,Jakarta Timur,Kramat Jati,Cawang,2013,2,1,6.0,30.0,150.0,90.0,0.0,0.0,0.0,0.0,0.2384
2013-02-14,Jakarta Timur,Kramat Jati,Cawang,2013,2,1,6.0,30.0,150.0,90.0,0.0,0.0,0.0,0.0,0.2384
2013-02-15,Jakarta Timur,Kramat Jati,Cawang,2013,2,1,6.0,30.0,150.0,90.0,0.0,0.0,0.0,0.0,0.2384
2013-02-01,Jakarta Timur,Kramat Jati,Cililitan,2013,2,1,6.0,50.0,200.0,125.0,1.0,0.0,0.0,0.0,0.2846
2013-02-02,Jakarta Timur,Kramat Jati,Cililitan,2013,2,1,6.0,50.0,200.0,125.0,1.0,0.0,0.0,0.0,0.2846
2013-02-08,Jakarta Timur,Kramat Jati,Cililitan,2013,2,1,6.0,50.0,200.0,125.0,1.0,0.0,0.0,0.0,0.2846
2013-02-14,Jakarta Timur,Kramat Jati,Cililitan,2013,2,1,6.0,50.0,200.0,125.0,1.0,0.0,0.0,0.0,0.2846
2013-02-15,Jakarta Timur,Kramat Jati,Cililitan,2013,2,1,6.0,50.0,200.0,125.0,1.0,0.0,0.0,0.0,0.2846
2013-02-08,Jakarta Timur,Kramat Jati,Balekembang,2013,2,1,1.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0441
2013-02-10,Jakarta Timur,Pasar Rebo,Pekayon,2013,2,1,1.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0354
2013-02-01,Jakarta Selatan,Tebet,Bukit Duri,2013,2,1,5.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.1005
2013-02-02,Jakarta Selatan,Tebet,Bukit Duri,2013,2,1,5.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.1005
2013-02-03,Jakarta Selatan,Tebet,Bukit Duri,2013,2,1,5.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.1005
2013-02-13,Jakarta Selatan,Tebet,Bukit Duri,2013,2,1,5.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.1005
2013-02-14,Jakarta Selatan,Tebet,Bukit Duri,2013,2,1,5.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.1005
2013-02-01,Jakarta Selatan,Tebet,Kebon Baru,2013,2,1,4.0,30.0,100.0,65.0,0.0,0.0,0.0,0.0,0.1589
2013-02-02,Jakarta Selatan,Tebet,Kebon Baru,2013,2,1,4.0,30.0,100.0,65.0,0.0,0.0,0.0,0.0,0.1589
2013-02-13,Jakarta Selatan,Tebet,Kebon Baru,2013,2,1,4.0,30.0,100.0,65.0,0.0,0.0,0.0,0.0,0.1589
2013-02-14,Jakarta Selatan,Tebet,Kebon Baru,2013,2,1,4.0,30.0,100.0,65.0,0.0,0.0,0.0,0.0,0.1589
2013-02-01,Jakarta Selatan,Tebet,Manggarai,2013,2,1,0.0,10.0,40.0,25.0,0.0,0.0,0.0,0.0,0.035
2013-02-10,Jakarta Selatan,Cilandak,Pondok Labu,2013,2,1,3.0,40.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0973
2013-02-13,Jakarta Selatan,Cilandak,Pondok Labu,2013,2,1,3.0,40.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0973
2013-02-14,Jakarta Selatan,Cilandak,Pondok Labu,2013,2,1,3.0,40.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0973
2013-02-10,Jakarta Selatan,Cilandak,Lebak Bulus,2013,2,1,3.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.1411
2013-02-13,Jakarta Selatan,Cilandak,Lebak Bulus,2013,2,1,3.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.1411
2013-02-14,Jakarta Selatan,Cilandak,Lebak Bulus,2013,2,1,3.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.1411
2013-02-01,Jakarta Selatan,Cilandak,Gandaria Selatan,2013,2,1,0.0,50.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0612
2013-02-13,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,2,1,2.0,90.0,150.0,120.0,0.0,0.0,0.0,0.0,0.167
2013-02-14,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,2,1,2.0,90.0,150.0,120.0,0.0,0.0,0.0,0.0,0.167
2013-02-10,Jakarta Selatan,Pasar Minggu,Cilandak Timur,2013,2,1,1.0,20.0,100.0,60.0,0.0,0.0,0.0,0.0,0.1054
2013-02-10,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,2,1,3.0,50.0,140.0,95.0,0.0,0.0,0.0,0.0,0.1761
2013-02-13,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,2,1,3.0,50.0,140.0,95.0,0.0,0.0,0.0,0.0,0.1761
2013-02-14,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,2,1,3.0,50.0,140.0,95.0,0.0,0.0,0.0,0.0,0.1761
2013-02-10,Jakarta Selatan,Kebayoran Baru,Kramat Pela,2013,2,1,1.0,10.0,100.0,55.0,0.0,0.0,0.0,0.0,0.1054
2013-02-01,Jakarta Selatan,Pancoran,Rawajati,2013,2,1,3.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0798
2013-02-13,Jakarta Selatan,Pancoran,Rawajati,2013,2,1,3.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0798
2013-02-14,Jakarta Selatan,Pancoran,Rawajati,2013,2,1,3.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0798
2013-02-01,Jakarta Selatan,Pancoran,Pengadegan,2013,2,1,1.0,20.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0441
2013-02-05,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,2,1,5.0,90.0,125.0,107.5,7.0,0.0,0.0,0.0,0.2162
2013-02-10,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,2,1,5.0,90.0,125.0,107.5,7.0,0.0,0.0,0.0,0.2162
2013-02-13,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,2,1,5.0,90.0,125.0,107.5,7.0,0.0,0.0,0.0,0.2162
2013-02-14,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,2,1,5.0,90.0,125.0,107.5,7.0,0.0,0.0,0.0,0.2162
2013-02-15,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,2,1,5.0,90.0,125.0,107.5,7.0,0.0,0.0,0.0,0.2162
2013-02-10,Jakarta Selatan,Pesangrahan,Bintaro,2013,2,1,1.0,50.0,175.0,112.5,1.0,0.0,0.0,0.0,0.1735
2013-02-05,Jakarta Selatan,Pesangrahan,Ulujami,2013,2,1,7.0,30.0,100.0,65.0,3.0,0.0,0.0,0.0,0.22
2013-02-06,Jakarta Selatan,Pesangrahan,Ulujami,2013,2,1,7.0,30.0,100.0,65.0,3.0,0.0,0.0,0.0,0.22
2013-02-10,Jakarta Selatan,Pesangrahan,Ulujami,2013,2,1,7.0,30.0,100.0,65.0,3.0,0.0,0.0,0.0,0.22
2013-02-13,Jakarta Selatan,Pesangrahan,Ulujami,2013,2,1,7.0,30.0,100.0,65.0,3.0,0.0,0.0,0.0,0.22
2013-02-14,Jakarta Selatan,Pesangrahan,Ulujami,2013,2,1,7.0,30.0,100.0,65.0,3.0,0.0,0.0,0.0,0.22
2013-02-15,Jakarta Selatan,Pesangrahan,Ulujami,2013,2,1,7.0,30.0,100.0,65.0,3.0,0.0,0.0,0.0,0.22
2013-02-16,Jakarta Selatan,Pesangrahan,Ulujami,2013,2,1,7.0,30.0,100.0,65.0,3.0,0.0,0.0,0.0,0.22
2013-02-10,Jakarta Selatan,Mampang Prapatan,Kuningan Barat,2013,2,1,3.0,20.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0886
2013-02-13,Jakarta Selatan,Mampang Prapatan,Kuningan Barat,2013,2,1,3.0,20.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0886
2013-02-14,Jakarta Selatan,Mampang Prapatan,Kuningan Barat,2013,2,1,3.0,20.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0886
2013-02-13,Jakarta Selatan,Mampang Prapatan,Bangka,2013,2,1,2.0,10.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0795
2013-02-14,Jakarta Selatan,Mampang Prapatan,Bangka,2013,2,1,2.0,10.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0795
2013-02-13,Jakarta Selatan,Mampang Prapatan,Pela Mampang,2013,2,1,2.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0707
2013-02-14,Jakarta Selatan,Mampang Prapatan,Pela Mampang,2013,2,1,2.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0707
2013-02-06,Jakarta Barat,Cengkareng,Cengkareng Barat,2013,2,1,2.0,5.0,20.0,12.5,0.0,0.0,0.0,0.0,0.0532
2013-02-10,Jakarta Barat,Cengkareng,Cengkareng Barat,2013,2,1,2.0,5.0,20.0,12.5,0.0,0.0,0.0,0.0,0.0532
2013-02-10,Jakarta Barat,Cengkareng,Cengkareng Timur,2013,2,1,1.0,10.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0354
2013-02-10,Jakarta Barat,Cengkareng,Kedaung Kaliangke,2013,2,1,1.0,10.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0354
2013-02-15,Jakarta Barat,Kebon Jeruk,Kebon Jeruk,2013,2,1,2.0,60.0,70.0,65.0,4.0,0.0,0.0,0.0,0.107
2013-02-16,Jakarta Barat,Kebon Jeruk,Kebon Jeruk,2013,2,1,2.0,60.0,70.0,65.0,4.0,0.0,0.0,0.0,0.107
2013-02-10,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,2013,2,1,3.0,20.0,70.0,45.0,0.0,0.0,0.0,0.0,0.1148
2013-02-14,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,2013,2,1,3.0,20.0,70.0,45.0,0.0,0.0,0.0,0.0,0.1148
2013-02-15,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,2013,2,1,3.0,20.0,70.0,45.0,0.0,0.0,0.0,0.0,0.1148
2013-02-15,Jakarta Barat,Kebon Jeruk,Kedoya Utara,2013,2,1,1.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0441
2013-02-14,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,2013,2,1,2.0,10.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0795
2013-02-15,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,2013,2,1,2.0,10.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0795
2013-02-15,Jakarta Barat,Kembangan,Kembangan Selatan,2013,2,1,1.0,15.0,100.0,57.5,0.0,0.0,0.0,0.0,0.1054
2013-02-10,Jakarta Utara,Cilincing,Semper Barat,2013,2,1,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0266
2013-02-10,Jakarta Utara,Cilincing,Semper Timur,2013,2,1,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0266
2013-03-05,Jakarta Timur,Jatinegara,Kampung Melayu,2013,3,1,2.0,30.0,250.0,140.0,4.0,0.0,0.0,0.0,0.2645
2013-03-06,Jakarta Timur,Jatinegara,Kampung Melayu,2013,3,1,2.0,30.0,250.0,140.0,4.0,0.0,0.0,0.0,0.2645
2013-03-05,Jakarta Timur,Kramat Jati,Cawang,2013,3,1,2.0,50.0,250.0,150.0,20.0,0.0,0.0,0.0,0.3045
2013-03-06,Jakarta Timur,Kramat Jati,Cawang,2013,3,1,2.0,50.0,250.0,150.0,20.0,0.0,0.0,0.0,0.3045
2013-03-05,Jakarta Timur,Kramat Jati,Cililitan,2013,3,1,2.0,50.0,150.0,100.0,0.0,0.0,0.0,0.0,0.167
2013-03-06,Jakarta Timur,Kramat Jati,Cililitan,2013,3,1,2.0,50.0,150.0,100.0,0.0,0.0,0.0,0.0,0.167
2013-03-05,Jakarta Selatan,Tebet,Bukit Duri,2013,3,1,2.0,10.0,150.0,80.0,2.0,0.0,0.0,0.0,0.172
2013-03-06,Jakarta Selatan,Tebet,Bukit Duri,2013,3,1,2.0,10.0,150.0,80.0,2.0,0.0,0.0,0.0,0.172
2013-03-05,Jakarta Selatan,Tebet,Kebon Baru,2013,3,1,2.0,30.0,100.0,65.0,0.0,0.0,0.0,0.0,0.1232
2013-03-06,Jakarta Selatan,Tebet,Kebon Baru,2013,3,1,2.0,30.0,100.0,65.0,0.0,0.0,0.0,0.0,0.1232
2013-03-05,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,3,1,2.0,100.0,200.0,150.0,2.0,0.0,0.0,0.0,0.2157
2013-03-06,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,3,1,2.0,100.0,200.0,150.0,2.0,0.0,0.0,0.0,0.2157
2013-03-05,Jakarta Selatan,Pancoran,Rawajati,2013,3,1,2.0,100.0,150.0,125.0,2.0,0.0,0.0,0.0,0.172
2013-03-06,Jakarta Selatan,Pancoran,Rawajati,2013,3,1,2.0,100.0,150.0,125.0,2.0,0.0,0.0,0.0,0.172
2013-03-05,Jakarta Selatan,Pancoran,Pengadegan,2013,3,1,2.0,100.0,150.0,125.0,0.0,0.0,0.0,0.0,0.167
2013-03-06,Jakarta Selatan,Pancoran,Pengadegan,2013,3,1,2.0,100.0,150.0,125.0,0.0,0.0,0.0,0.0,0.167
2013-04-18,Jakarta Timur,Kramat Jati,Kramat Jati,2013,4,1,2.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0795
2013-04-19,Jakarta Timur,Kramat Jati,Kramat Jati,2013,4,1,2.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0795
2013-04-18,Jakarta Timur,Kramat Jati,Dukuh,2013,4,1,2.0,20.0,100.0,60.0,0.0,0.0,0.0,0.0,0.1232
2013-04-19,Jakarta Timur,Kramat Jati,Dukuh,2013,4,1,2.0,20.0,100.0,60.0,0.0,0.0,0.0,0.0,0.1232
2013-04-19,Jakarta Timur,Kramat Jati,Cawang,2013,4,1,1.0,20.0,50.0,35.0,0.0,0.0,0.0,0.0,0.0616
2013-04-18,Jakarta Timur,Pasar Rebo,Kalisari,2013,4,1,2.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0795
2013-04-19,Jakarta Timur,Pasar Rebo,Kalisari,2013,4,1,2.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0795
2013-04-18,Jakarta Timur,Pasar Rebo,Cijantung,2013,4,1,2.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0795
2013-04-19,Jakarta Timur,Pasar Rebo,Cijantung,2013,4,1,2.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0795
2013-04-19,Jakarta Timur,Makasar,Makasar,2013,4,1,1.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0616
2013-04-05,Jakarta Selatan,Pesangrahan,Ulujami,2013,4,1,3.0,10.0,80.0,45.0,4.0,0.0,0.0,0.0,0.1336
2013-04-18,Jakarta Selatan,Pesangrahan,Ulujami,2013,4,1,3.0,10.0,80.0,45.0,4.0,0.0,0.0,0.0,0.1336
2013-04-19,Jakarta Selatan,Pesangrahan,Ulujami,2013,4,1,3.0,10.0,80.0,45.0,4.0,0.0,0.0,0.0,0.1336
2013-04-19,Jakarta Selatan,Pesangrahan,Pesanggrahan,2013,4,1,1.0,10.0,15.0,12.5,0.0,0.0,0.0,0.0,0.031
2013-04-19,Jakarta Selatan,Pesangrahan,Petukangan Selatan,2013,4,1,1.0,10.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0354
2013-04-18,Jakarta Selatan,Mampang Prapatan,Pela Mampang,2013,4,1,1.0,40.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0616
2013-04-19,Jakarta Selatan,Pasar Minggu,Jati Padang,2013,4,1,1.0,0.0,95.0,47.5,3.0,0.0,0.0,0.0,0.1085
2013-04-19,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,4,1,1.0,25.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0485
2013-04-22,Jakarta Selatan,Cilandak,Pondok Labu,2013,4,1,1.0,20.0,150.0,85.0,0.0,0.0,0.0,0.0,0.1491
2013-04-05,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,2013,4,1,1.0,10.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0354
2013-04-05,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,2013,4,1,4.0,20.0,60.0,40.0,0.0,0.0,0.0,0.0,0.1239
2013-04-19,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,2013,4,1,4.0,20.0,60.0,40.0,0.0,0.0,0.0,0.0,0.1239
2013-04-20,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,2013,4,1,4.0,20.0,60.0,40.0,0.0,0.0,0.0,0.0,0.1239
2013-04-22,Jakarta Barat,Kebon Jeruk,Kedoya Selatan,2013,4,1,4.0,20.0,60.0,40.0,0.0,0.0,0.0,0.0,0.1239
2013-05-02,Jakarta Timur,Jatinegara,Kampung Melayu,2013,5,1,6.0,30.0,180.0,105.0,0.0,0.0,0.0,0.0,0.2646
2013-05-08,Jakarta Timur,Jatinegara,Kampung Melayu,2013,5,1,6.0,30.0,180.0,105.0,0.0,0.0,0.0,0.0,0.2646
2013-05-11,Jakarta Timur,Jatinegara,Kampung Melayu,2013,5,1,6.0,30.0,180.0,105.0,0.0,0.0,0.0,0.0,0.2646
2013-05-12,Jakarta Timur,Jatinegara,Kampung Melayu,2013,5,1,6.0,30.0,180.0,105.0,0.0,0.0,0.0,0.0,0.2646
2013-05-13,Jakarta Timur,Jatinegara,Kampung Melayu,2013,5,1,6.0,30.0,180.0,105.0,0.0,0.0,0.0,0.0,0.2646
2013-05-20,Jakarta Timur,Jatinegara,Kampung Melayu,2013,5,1,6.0,30.0,180.0,105.0,0.0,0.0,0.0,0.0,0.2646
2013-05-08,Jakarta Timur,Kramat Jati,Cawang,2013,5,1,3.0,10.0,80.0,45.0,0.0,0.0,0.0,0.0,0.1236
2013-05-11,Jakarta Timur,Kramat Jati,Cawang,2013,5,1,3.0,10.0,80.0,45.0,0.0,0.0,0.0,0.0,0.1236
2013-05-20,Jakarta Timur,Kramat Jati,Cawang,2013,5,1,3.0,10.0,80.0,45.0,0.0,0.0,0.0,0.0,0.1236
2013-05-08,Jakarta Timur,Kramat Jati,Cililitan,2013,5,1,3.0,10.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0886
2013-05-11,Jakarta Timur,Kramat Jati,Cililitan,2013,5,1,3.0,10.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0886
2013-05-20,Jakarta Timur,Kramat Jati,Cililitan,2013,5,1,3.0,10.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0886
2013-05-02,Jakarta Timur,Makasar,Makasar,2013,5,1,1.0,50.0,60.0,55.0,0.0,0.0,0.0,0.0,0.0704
2013-05-02,Jakarta Selatan,Mampang Prapatan,Bangka,2013,5,1,2.0,100.0,160.0,130.0,8.0,0.0,0.0,0.0,0.1957
2013-05-03,Jakarta Selatan,Mampang Prapatan,Bangka,2013,5,1,2.0,100.0,160.0,130.0,8.0,0.0,0.0,0.0,0.1957
2013-05-02,Jakarta Selatan,Mampang Prapatan,Pela Mampang,2013,5,1,2.0,50.0,80.0,65.0,7.0,0.0,0.0,0.0,0.1232
2013-05-03,Jakarta Selatan,Mampang Prapatan,Pela Mampang,2013,5,1,2.0,50.0,80.0,65.0,7.0,0.0,0.0,0.0,0.1232
2013-05-02,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,2013,5,1,2.0,50.0,50.0,50.0,5.0,0.0,0.0,0.0,0.092
2013-05-03,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,2013,5,1,2.0,50.0,50.0,50.0,5.0,0.0,0.0,0.0,0.092
2013-05-02,Jakarta Selatan,Mampang Prapatan,Tegal Parang,2013,5,1,2.0,50.0,50.0,50.0,9.0,0.0,0.0,0.0,0.102
2013-05-03,Jakarta Selatan,Mampang Prapatan,Tegal Parang,2013,5,1,2.0,50.0,50.0,50.0,9.0,0.0,0.0,0.0,0.102
2013-05-02,Jakarta Selatan,Mampang Prapatan,Kuningan Barat,2013,5,1,2.0,40.0,80.0,60.0,10.0,0.0,0.0,0.0,0.1307
2013-05-03,Jakarta Selatan,Mampang Prapatan,Kuningan Barat,2013,5,1,2.0,40.0,80.0,60.0,10.0,0.0,0.0,0.0,0.1307
2013-05-02,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,5,1,2.0,20.0,80.0,50.0,2.0,0.0,0.0,0.0,0.1107
2013-05-03,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,5,1,2.0,20.0,80.0,50.0,2.0,0.0,0.0,0.0,0.1107
2013-05-08,Jakarta Selatan,Tebet,Bukit Duri,2013,5,1,3.0,20.0,120.0,70.0,0.0,0.0,0.0,0.0,0.1586
2013-05-11,Jakarta Selatan,Tebet,Bukit Duri,2013,5,1,3.0,20.0,120.0,70.0,0.0,0.0,0.0,0.0,0.1586
2013-05-20,Jakarta Selatan,Tebet,Bukit Duri,2013,5,1,3.0,20.0,120.0,70.0,0.0,0.0,0.0,0.0,0.1586
2013-05-08,Jakarta Selatan,Pancoran,Pengadegan,2013,5,1,3.0,5.0,20.0,12.5,0.0,0.0,0.0,0.0,0.0711
2013-05-11,Jakarta Selatan,Pancoran,Pengadegan,2013,5,1,3.0,5.0,20.0,12.5,0.0,0.0,0.0,0.0,0.0711
2013-05-20,Jakarta Selatan,Pancoran,Pengadegan,2013,5,1,3.0,5.0,20.0,12.5,0.0,0.0,0.0,0.0,0.0711
2013-05-08,Jakarta Selatan,Pesangrahan,Ulujami,2013,5,1,2.0,0.0,100.0,50.0,1.0,0.0,0.0,0.0,0.1257
2013-05-20,Jakarta Selatan,Pesangrahan,Ulujami,2013,5,1,2.0,0.0,100.0,50.0,1.0,0.0,0.0,0.0,0.1257
2013-05-02,Jakarta Barat,Kembangan,Meruya Selatan,2013,5,1,1.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0572
2013-05-02,Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,2013,5,1,1.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0572
2013-06-21,Jakarta Selatan,Pancoran,Rajawati,2013,6,1,1.0,0.0,150.0,75.0,0.0,0.0,0.0,0.0,0.1491
2013-06-12,Jakarta Utara,Pademangan,Pademangan Barat,2013,6,1,7.0,30.0,60.0,45.0,0.0,0.0,0.0,0.0,0.1775
2013-06-14,Jakarta Utara,Pademangan,Pademangan Barat,2013,6,1,7.0,30.0,60.0,45.0,0.0,0.0,0.0,0.0,0.1775
2013-06-15,Jakarta Utara,Pademangan,Pademangan Barat,2013,6,1,7.0,30.0,60.0,45.0,0.0,0.0,0.0,0.0,0.1775
2013-06-19,Jakarta Utara,Pademangan,Pademangan Barat,2013,6,1,7.0,30.0,60.0,45.0,0.0,0.0,0.0,0.0,0.1775
2013-06-20,Jakarta Utara,Pademangan,Pademangan Barat,2013,6,1,7.0,30.0,60.0,45.0,0.0,0.0,0.0,0.0,0.1775
2013-06-18,Jakarta Utara,Pademangan,Pademangan Timur,2013,6,1,3.0,5.0,40.0,22.5,0.0,0.0,0.0,0.0,0.0886
2013-06-19,Jakarta Utara,Pademangan,Pademangan Timur,2013,6,1,3.0,5.0,40.0,22.5,0.0,0.0,0.0,0.0,0.0886
2013-06-20,Jakarta Utara,Pademangan,Pademangan Timur,2013,6,1,3.0,5.0,40.0,22.5,0.0,0.0,0.0,0.0,0.0886
2013-07-12,Jakarta Timur,Jatinegara,Kampung Melayu,2013,7,1,4.0,30.0,180.0,105.0,3.0,0.0,0.0,0.0,0.2364
2013-07-14,Jakarta Timur,Jatinegara,Kampung Melayu,2013,7,1,4.0,30.0,180.0,105.0,3.0,0.0,0.0,0.0,0.2364
2013-07-22,Jakarta Timur,Jatinegara,Kampung Melayu,2013,7,1,4.0,30.0,180.0,105.0,3.0,0.0,0.0,0.0,0.2364
2013-07-23,Jakarta Timur,Jatinegara,Kampung Melayu,2013,7,1,4.0,30.0,180.0,105.0,3.0,0.0,0.0,0.0,0.2364
2013-07-12,Jakarta Selatan,Pesangrahan,Ulujami,2013,7,1,4.0,20.0,100.0,60.0,5.0,0.0,0.0,0.0,0.1714
2013-07-14,Jakarta Selatan,Pesangrahan,Ulujami,2013,7,1,4.0,20.0,100.0,60.0,5.0,0.0,0.0,0.0,0.1714
2013-07-21,Jakarta Selatan,Pesangrahan,Ulujami,2013,7,1,4.0,20.0,100.0,60.0,5.0,0.0,0.0,0.0,0.1714
2013-07-23,Jakarta Selatan,Pesangrahan,Ulujami,2013,7,1,4.0,20.0,100.0,60.0,5.0,0.0,0.0,0.0,0.1714
2013-07-22,Jakarta Selatan,Tebet,Kebon Baru,2013,7,1,2.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0795
2013-07-23,Jakarta Selatan,Tebet,Kebon Baru,2013,7,1,2.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0795
