event_date,kota_administrasi,kecamatan,kelurahan,tahun,bulan,flood_event,duration_days,water_min_cm,water_max_cm,water_mean_cm,jumlah_tempat_pengungsian,jumlah_luka_ringan,jumlah_luka_berat,jumlah_meninggal,severity
2013-01-09,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-10,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-11,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-16,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-17,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-18,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-19,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-20,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-21,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-22,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-23,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-24,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-25,Jakarta Timur,Jatinegara,Bidara Cina,2013,1,1,13.0,20.0,250.0,135.0,95.0,0.0,0.0,1.0,0.7034
2013-01-09,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-10,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-11,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-16,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-17,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-18,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-19,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-20,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-21,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-22,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-23,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-24,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-25,Jakarta Timur,Jatinegara,Kampung Melayu,2013,1,1,13.0,30.0,400.0,215.0,69.0,0.0,0.0,5.0,0.8296
2013-01-09,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-10,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-11,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-16,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-17,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-18,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-19,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-20,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-21,Jakarta Timur,Kramat Jati,Cawang,2013,1,1,9.0,30.0,260.0,145.0,27.0,0.0,0.0,0.0,0.4557
2013-01-16,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-17,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-18,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-19,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-20,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-21,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-23,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-24,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-26,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-27,Jakarta Timur,Kramat Jati,Cililitan,2013,1,1,10.0,40.0,300.0,170.0,40.0,0.0,0.0,0.0,0.5411
2013-01-17,Jakarta Timur,Kramat Jati,Balekambang,2013,1,1,3.0,30.0,150.0,90.0,17.0,0.0,0.0,0.0,0.2273
2013-01-18,Jakarta Timur,Kramat Jati,Balekambang,2013,1,1,3.0,30.0,150.0,90.0,17.0,0.0,0.0,0.0,0.2273
2013-01-19,Jakarta Timur,Kramat Jati,Balekambang,2013,1,1,3.0,30.0,150.0,90.0,17.0,0.0,0.0,0.0,0.2273
2013-01-17,Jakarta Timur,Kramat Jati,Dukuh,2013,1,1,3.0,60.0,80.0,70.0,1.0,0.0,0.0,0.0,0.1261
2013-01-18,Jakarta Timur,Kramat Jati,Dukuh,2013,1,1,3.0,60.0,80.0,70.0,1.0,0.0,0.0,0.0,0.1261
2013-01-19,Jakarta Timur,Kramat Jati,Dukuh,2013,1,1,3.0,60.0,80.0,70.0,1.0,0.0,0.0,0.0,0.1261
2013-01-17,Jakarta Timur,Pasar Rebo,Gedong,2013,1,1,3.0,50.0,100.0,75.0,3.0,0.0,0.0,0.0,0.1486
2013-01-18,Jakarta Timur,Pasar Rebo,Gedong,2013,1,1,3.0,50.0,100.0,75.0,3.0,0.0,0.0,0.0,0.1486
2013-01-19,Jakarta Timur,Pasar Rebo,Gedong,2013,1,1,3.0,50.0,100.0,75.0,3.0,0.0,0.0,0.0,0.1486
2013-01-17,Jakarta Timur,Maraman,Kebon Manggis,2013,1,1,3.0,25.0,120.0,72.5,6.0,0.0,0.0,0.0,0.1736
2013-01-18,Jakarta Timur,Maraman,Kebon Manggis,2013,1,1,3.0,25.0,120.0,72.5,6.0,0.0,0.0,0.0,0.1736
2013-01-19,Jakarta Timur,Maraman,Kebon Manggis,2013,1,1,3.0,25.0,120.0,72.5,6.0,0.0,0.0,0.0,0.1736
2013-01-17,Jakarta Timur,Makasar,Makasar,2013,1,1,3.0,50.0,100.0,75.0,2.0,0.0,0.0,0.0,0.1461
2013-01-18,Jakarta Timur,Makasar,Makasar,2013,1,1,3.0,50.0,100.0,75.0,2.0,0.0,0.0,0.0,0.1461
2013-01-19,Jakarta Timur,Makasar,Makasar,2013,1,1,3.0,50.0,100.0,75.0,2.0,0.0,0.0,0.0,0.1461
2013-01-17,Jakarta Timur,Makasar,Cipinang Melayu,2013,1,1,3.0,20.0,110.0,65.0,2.0,0.0,0.0,0.0,0.1548
2013-01-18,Jakarta Timur,Makasar,Cipinang Melayu,2013,1,1,3.0,20.0,110.0,65.0,2.0,0.0,0.0,0.0,0.1548
2013-01-19,Jakarta Timur,Makasar,Cipinang Melayu,2013,1,1,3.0,20.0,110.0,65.0,2.0,0.0,0.0,0.0,0.1548
2013-01-17,Jakarta Timur,Makasar,Halim Perdana Kusuma,2013,1,1,3.0,20.0,110.0,65.0,3.0,0.0,0.0,0.0,0.1573
2013-01-18,Jakarta Timur,Makasar,Halim Perdana Kusuma,2013,1,1,3.0,20.0,110.0,65.0,3.0,0.0,0.0,0.0,0.1573
2013-01-19,Jakarta Timur,Makasar,Halim Perdana Kusuma,2013,1,1,3.0,20.0,110.0,65.0,3.0,0.0,0.0,0.0,0.1573
2013-01-17,Jakarta Timur,Makasar,Pinang Ranti,2013,1,1,3.0,50.0,100.0,75.0,0.0,0.0,0.0,0.0,0.1411
2013-01-18,Jakarta Timur,Makasar,Pinang Ranti,2013,1,1,3.0,50.0,100.0,75.0,0.0,0.0,0.0,0.0,0.1411
2013-01-19,Jakarta Timur,Makasar,Pinang Ranti,2013,1,1,3.0,50.0,100.0,75.0,0.0,0.0,0.0,0.0,0.1411
2013-01-17,Jakarta Timur,Makasar,Kebon Pala,2013,1,1,3.0,10.0,100.0,55.0,7.0,0.0,0.0,0.0,0.1586
2013-01-18,Jakarta Timur,Makasar,Kebon Pala,2013,1,1,3.0,10.0,100.0,55.0,7.0,0.0,0.0,0.0,0.1586
2013-01-19,Jakarta Timur,Makasar,Kebon Pala,2013,1,1,3.0,10.0,100.0,55.0,7.0,0.0,0.0,0.0,0.1586
2013-01-17,Jakarta Timur,Duren Sawit,Pondok Bambu,2013,1,1,3.0,30.0,90.0,60.0,0.0,0.0,0.0,0.0,0.1323
2013-01-18,Jakarta Timur,Duren Sawit,Pondok Bambu,2013,1,1,3.0,30.0,90.0,60.0,0.0,0.0,0.0,0.0,0.1323
2013-01-19,Jakarta Timur,Duren Sawit,Pondok Bambu,2013,1,1,3.0,30.0,90.0,60.0,0.0,0.0,0.0,0.0,0.1323
2013-01-17,Jakarta Timur,Duren Sawit,Malaka Jaya,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-18,Jakarta Timur,Duren Sawit,Malaka Jaya,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-19,Jakarta Timur,Duren Sawit,Malaka Jaya,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-17,Jakarta Timur,Duren Sawit,Pondok Kelapa,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-18,Jakarta Timur,Duren Sawit,Pondok Kelapa,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-19,Jakarta Timur,Duren Sawit,Pondok Kelapa,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-17,Jakarta Timur,Duren Sawit,Duren Sawit,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-18,Jakarta Timur,Duren Sawit,Duren Sawit,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-19,Jakarta Timur,Duren Sawit,Duren Sawit,2013,1,1,3.0,30.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0886
2013-01-17,Jakarta Timur,Cakung,Jatinegara,2013,1,1,3.0,20.0,80.0,50.0,0.0,0.0,0.0,0.0,0.1236
2013-01-18,Jakarta Timur,Cakung,Jatinegara,2013,1,1,3.0,20.0,80.0,50.0,0.0,0.0,0.0,0.0,0.1236
2013-01-19,Jakarta Timur,Cakung,Jatinegara,2013,1,1,3.0,20.0,80.0,50.0,0.0,0.0,0.0,0.0,0.1236
2013-01-17,Jakarta Timur,Cakung,Rawa Terate,2013,1,1,3.0,60.0,120.0,90.0,7.0,0.0,0.0,0.0,0.1761
2013-01-18,Jakarta Timur,Cakung,Rawa Terate,2013,1,1,3.0,60.0,120.0,90.0,7.0,0.0,0.0,0.0,0.1761
2013-01-19,Jakarta Timur,Cakung,Rawa Terate,2013,1,1,3.0,60.0,120.0,90.0,7.0,0.0,0.0,0.0,0.1761
2013-01-17,Jakarta Timur,Cakung,Cakung Timur,2013,1,1,3.0,40.0,80.0,60.0,0.0,0.0,0.0,0.0,0.1236
2013-01-18,Jakarta Timur,Cakung,Cakung Timur,2013,1,1,3.0,40.0,80.0,60.0,0.0,0.0,0.0,0.0,0.1236
2013-01-19,Jakarta Timur,Cakung,Cakung Timur,2013,1,1,3.0,40.0,80.0,60.0,0.0,0.0,0.0,0.0,0.1236
2013-01-17,Jakarta Timur,Cakung,Penggilingan,2013,1,1,3.0,50.0,100.0,75.0,0.0,0.0,0.0,0.0,0.1411
2013-01-18,Jakarta Timur,Cakung,Penggilingan,2013,1,1,3.0,50.0,100.0,75.0,0.0,0.0,0.0,0.0,0.1411
2013-01-19,Jakarta Timur,Cakung,Penggilingan,2013,1,1,3.0,50.0,100.0,75.0,0.0,0.0,0.0,0.0,0.1411
2013-01-17,Jakarta Timur,Ciracas,Rambutan,2013,1,1,3.0,50.0,80.0,65.0,6.0,0.0,0.0,0.0,0.1386
2013-01-18,Jakarta Timur,Ciracas,Rambutan,2013,1,1,3.0,50.0,80.0,65.0,6.0,0.0,0.0,0.0,0.1386
2013-01-19,Jakarta Timur,Ciracas,Rambutan,2013,1,1,3.0,50.0,80.0,65.0,6.0,0.0,0.0,0.0,0.1386
2013-01-17,Jakarta Timur,Cipayung,Bambu Apus,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0973
2013-01-18,Jakarta Timur,Cipayung,Bambu Apus,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0973
2013-01-19,Jakarta Timur,Cipayung,Bambu Apus,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0973
2013-01-17,Jakarta Timur,Cipayung,Setu,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.1123
2013-01-18,Jakarta Timur,Cipayung,Setu,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.1123
2013-01-19,Jakarta Timur,Cipayung,Setu,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.1123
2013-01-09,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-10,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-11,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-16,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-17,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-18,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-19,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-20,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-21,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-23,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-24,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-25,Jakarta Selatan,Tebet,Bukit Duri,2013,1,1,12.0,10.0,300.0,155.0,36.0,0.0,0.0,0.0,0.5668
2013-01-10,Jakarta Selatan,Tebet,Kebon Baru,2013,1,1,6.0,20.0,300.0,160.0,9.0,0.0,0.0,2.0,0.4221
2013-01-11,Jakarta Selatan,Tebet,Kebon Baru,2013,1,1,6.0,20.0,300.0,160.0,9.0,0.0,0.0,2.0,0.4221
2013-01-16,Jakarta Selatan,Tebet,Kebon Baru,2013,1,1,6.0,20.0,300.0,160.0,9.0,0.0,0.0,2.0,0.4221
2013-01-17,Jakarta Selatan,Tebet,Kebon Baru,2013,1,1,6.0,20.0,300.0,160.0,9.0,0.0,0.0,2.0,0.4221
2013-01-18,Jakarta Selatan,Tebet,Kebon Baru,2013,1,1,6.0,20.0,300.0,160.0,9.0,0.0,0.0,2.0,0.4221
2013-01-19,Jakarta Selatan,Tebet,Kebon Baru,2013,1,1,6.0,20.0,300.0,160.0,9.0,0.0,0.0,2.0,0.4221
2013-01-17,Jakarta Selatan,Tebet,Manggarai,2013,1,1,3.0,40.0,180.0,110.0,0.0,0.0,0.0,0.0,0.2111
2013-01-18,Jakarta Selatan,Tebet,Manggarai,2013,1,1,3.0,40.0,180.0,110.0,0.0,0.0,0.0,0.0,0.2111
2013-01-19,Jakarta Selatan,Tebet,Manggarai,2013,1,1,3.0,40.0,180.0,110.0,0.0,0.0,0.0,0.0,0.2111
2013-01-09,Jakarta Selatan,Cilandak,Pondok Labu,2013,1,1,8.0,30.0,150.0,90.0,4.0,0.0,0.0,0.0,0.2841
2013-01-10,Jakarta Selatan,Cilandak,Pondok Labu,2013,1,1,8.0,30.0,150.0,90.0,4.0,0.0,0.0,0.0,0.2841
2013-01-11,Jakarta Selatan,Cilandak,Pondok Labu,2013,1,1,8.0,30.0,150.0,90.0,4.0,0.0,0.0,0.0,0.2841
2013-01-13,Jakarta Selatan,Cilandak,Pondok Labu,2013,1,1,8.0,30.0,150.0,90.0,4.0,0.0,0.0,0.0,0.2841
2013-01-16,Jakarta Selatan,Cilandak,Pondok Labu,2013,1,1,8.0,30.0,150.0,90.0,4.0,0.0,0.0,0.0,0.2841
2013-01-17,Jakarta Selatan,Cilandak,Pondok Labu,2013,1,1,8.0,30.0,150.0,90.0,4.0,0.0,0.0,0.0,0.2841
2013-01-18,Jakarta Selatan,Cilandak,Pondok Labu,2013,1,1,8.0,30.0,150.0,90.0,4.0,0.0,0.0,0.0,0.2841
2013-01-19,Jakarta Selatan,Cilandak,Pondok Labu,2013,1,1,8.0,30.0,150.0,90.0,4.0,0.0,0.0,0.0,0.2841
2013-01-17,Jakarta Selatan,Cilandak,Cilandak Barat,2013,1,1,3.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.1848
2013-01-18,Jakarta Selatan,Cilandak,Cilandak Barat,2013,1,1,3.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.1848
2013-01-19,Jakarta Selatan,Cilandak,Cilandak Barat,2013,1,1,3.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.1848
2013-01-10,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,1,1,6.0,0.0,150.0,75.0,4.0,0.0,0.0,0.0,0.2484
2013-01-11,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,1,1,6.0,0.0,150.0,75.0,4.0,0.0,0.0,0.0,0.2484
2013-01-16,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,1,1,6.0,0.0,150.0,75.0,4.0,0.0,0.0,0.0,0.2484
2013-01-17,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,1,1,6.0,0.0,150.0,75.0,4.0,0.0,0.0,0.0,0.2484
2013-01-18,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,1,1,6.0,0.0,150.0,75.0,4.0,0.0,0.0,0.0,0.2484
2013-01-19,Jakarta Selatan,Pasar Minggu,Pejaten Timur,2013,1,1,6.0,0.0,150.0,75.0,4.0,0.0,0.0,0.0,0.2484
2013-01-16,Jakarta Selatan,Pasar Minggu,Cilandak Timur,2013,1,1,4.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0977
2013-01-17,Jakarta Selatan,Pasar Minggu,Cilandak Timur,2013,1,1,4.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0977
2013-01-18,Jakarta Selatan,Pasar Minggu,Cilandak Timur,2013,1,1,4.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0977
2013-01-19,Jakarta Selatan,Pasar Minggu,Cilandak Timur,2013,1,1,4.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0977
2013-01-10,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,1,1,7.0,20.0,100.0,60.0,0.0,0.0,0.0,1.0,0.2275
2013-01-11,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,1,1,7.0,20.0,100.0,60.0,0.0,0.0,0.0,1.0,0.2275
2013-01-15,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,1,1,7.0,20.0,100.0,60.0,0.0,0.0,0.0,1.0,0.2275
2013-01-16,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,1,1,7.0,20.0,100.0,60.0,0.0,0.0,0.0,1.0,0.2275
2013-01-17,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,1,1,7.0,20.0,100.0,60.0,0.0,0.0,0.0,1.0,0.2275
2013-01-18,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,1,1,7.0,20.0,100.0,60.0,0.0,0.0,0.0,1.0,0.2275
2013-01-19,Jakarta Selatan,Kebayoran Baru,Petogogan,2013,1,1,7.0,20.0,100.0,60.0,0.0,0.0,0.0,1.0,0.2275
2013-01-10,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-11,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-16,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-17,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-18,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-19,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-20,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-21,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-22,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-23,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-24,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-25,Jakarta Selatan,Pancoran,Rawajati,2013,1,1,12.0,10.0,160.0,85.0,17.0,0.0,0.0,0.0,0.3968
2013-01-10,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-11,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-17,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-18,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-19,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-20,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-21,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-25,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-26,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-27,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-28,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-29,Jakarta Selatan,Pancoran,Pengadegan,2013,1,1,12.0,10.0,200.0,105.0,13.0,0.0,0.0,0.0,0.4218
2013-01-17,Jakarta Selatan,Pancoran,Kalibata,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.1123
2013-01-18,Jakarta Selatan,Pancoran,Kalibata,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.1123
2013-01-19,Jakarta Selatan,Pancoran,Kalibata,2013,1,1,3.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.1123
2013-01-10,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,1,1,6.0,10.0,135.0,72.5,0.0,0.0,0.0,0.0,0.2253
2013-01-11,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,1,1,6.0,10.0,135.0,72.5,0.0,0.0,0.0,0.0,0.2253
2013-01-16,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,1,1,6.0,10.0,135.0,72.5,0.0,0.0,0.0,0.0,0.2253
2013-01-17,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2013,1,1,6.0,10.0,135.0,72.5,0.0,0.0,0.0,0.0,0.2253
